gameId,timestamp,hash,data/id,data/day,data/phase,data/rules,data/shame,data/inning,data/season,data/weather,data/awayOdds,data/awayOuts,data/awayTeam,data/homeOdds,data/homeOuts,data/homeTeam,data/awayBalls,data/awayBases,data/awayScore,data/finalized,data/gameStart,data/homeBalls,data/homeBases,data/homeScore,data/playCount,data/stadiumId,data/statsheet,data/atBatBalls,data/lastUpdate,data/tournament,data/awayStrikes,data/homeStrikes,data/repeatCount,data/scoreLedger,data/scoreUpdate,data/seriesIndex,data/terminology,data/topOfInning,data/atBatStrikes,data/awayTeamName,data/gameComplete,data/homeTeamName,data/isPostseason,data/isTitleMatch,data/seriesLength,data/awayBatterMod,data/awayTeamColor,data/awayTeamEmoji,data/homeBatterMod,data/homeTeamColor,data/homeTeamEmoji,data/awayBatterName,data/awayPitcherMod,data/gameStartPhase,data/halfInningOuts,data/homeBatterName,data/homePitcherMod,data/newInningPhase,data/topInningScore,data/awayPitcherName,data/baserunnerCount,data/halfInningScore,data/homePitcherName,data/awayTeamNickname,data/homeTeamNickname,data/bottomInningScore,data/awayTeamBatterCount,data/homeTeamBatterCount,data/awayTeamSecondaryColor,data/homeTeamSecondaryColor,data/awayPitcher,data/homePitcher,data/awayBatter,data/baseRunners/0,data/basesOccupied/0,data/baseRunnerMods/0,data/baseRunnerNames/0,data/baseRunners/1,data/basesOccupied/1,data/baseRunnerMods/1,data/baseRunnerNames/1,data/homeBatter,data/baseRunners/2,data/basesOccupied/2,data/baseRunnerMods/2,data/baseRunnerNames/2
0bfcf04d-8554-4066-9a93-e592954aba1d,2021-03-12T04:05:01.613633Z,4eea8175-079b-fce2-0b8e-544dbceb9776,0bfcf04d-8554-4066-9a93-e592954aba1d,82,6,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,false,1,12,1,0.4046462824614068,3,b72f3061-f573-40d7-832a-5ad475bd7909,0.5953537175385932,3,8d87c468-699a-47a8-b40d-cfb73a5660ad,4,4,1,false,true,4,4,3,58,cfb57d7c-4118-4b0a-85cc-4e3a51a66cb6,fc1e256a-7f0b-4f1d-956a-d6684dfb6ea8,0,-rtiz Lopez batting for the Lovers.,-1,4,4,0,,,2,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,true,0,San Francisco Lovers,false,Baltimore Crabs,false,false,3,,#780018,0x1F48B,,#593037,0x1F980,-rtiz Lopez,,12,0,,,-1,0,Percival Wheeler,0,0,Adalberto Tosser,Lovers,Crabs,0,5,6,#da0000,#b05c6b,db33a54c-3934-478f-bad4-fc313ac2580e,d0d7b8fe-bad8-481f-978e-cb659304ed49,2b157c5c-9a6a-45a6-858f-bf4cf4cbc0bd,,,,,,,,,,,,,
0bfcf04d-8554-4066-9a93-e592954aba1d,2021-03-12T04:05:06.624332Z,64b12d87-3fd1-c871-a14b-26b8b1dc2242,0bfcf04d-8554-4066-9a93-e592954aba1d,82,6,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,false,1,12,1,0.4046462824614068,3,b72f3061-f573-40d7-832a-5ad475bd7909,0.5953537175385932,3,8d87c468-699a-47a8-b40d-cfb73a5660ad,4,4,1,false,true,4,4,3,59,cfb57d7c-4118-4b0a-85cc-4e3a51a66cb6,fc1e256a-7f0b-4f1d-956a-d6684dfb6ea8,0,"Strike, looking. 0-1",-1,4,4,0,,,2,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,true,1,San Francisco Lovers,false,Baltimore Crabs,false,false,3,,#780018,0x1F48B,,#593037,0x1F980,-rtiz Lopez,,12,0,,,-1,0,Percival Wheeler,0,0,Adalberto Tosser,Lovers,Crabs,0,5,6,#da0000,#b05c6b,db33a54c-3934-478f-bad4-fc313ac2580e,d0d7b8fe-bad8-481f-978e-cb659304ed49,2b157c5c-9a6a-45a6-858f-bf4cf4cbc0bd,,,,,,,,,,,,,
0bfcf04d-8554-4066-9a93-e592954aba1d,2021-03-12T04:05:11.609827Z,c94c7f85-d7d9-8d94-a83d-c81bcdfdc491,0bfcf04d-8554-4066-9a93-e592954aba1d,82,6,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,false,1,12,1,0.4046462824614068,3,b72f3061-f573-40d7-832a-5ad475bd7909,0.5953537175385932,3,8d87c468-699a-47a8-b40d-cfb73a5660ad,4,4,1,false,true,4,4,3,60,cfb57d7c-4118-4b0a-85cc-4e3a51a66cb6,fc1e256a-7f0b-4f1d-956a-d6684dfb6ea8,0,"Strike, looking. 0-2",-1,4,4,0,,,2,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,true,2,San Francisco Lovers,false,Baltimore Crabs,false,false,3,,#780018,0x1F48B,,#593037,0x1F980,-rtiz Lopez,,12,0,,,-1,0,Percival Wheeler,0,0,Adalberto Tosser,Lovers,Crabs,0,5,6,#da0000,#b05c6b,db33a54c-3934-478f-bad4-fc313ac2580e,d0d7b8fe-bad8-481f-978e-cb659304ed49,2b157c5c-9a6a-45a6-858f-bf4cf4cbc0bd,,,,,,,,,,,,,
0bfcf04d-8554-4066-9a93-e592954aba1d,2021-03-12T04:05:16.608838Z,1521fdb5-0571-666c-7c7c-fa331f471a15,0bfcf04d-8554-4066-9a93-e592954aba1d,82,6,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,false,1,12,1,0.4046462824614068,3,b72f3061-f573-40d7-832a-5ad475bd7909,0.5953537175385932,3,8d87c468-699a-47a8-b40d-cfb73a5660ad,4,4,1,false,true,4,4,3,61,cfb57d7c-4118-4b0a-85cc-4e3a51a66cb6,fc1e256a-7f0b-4f1d-956a-d6684dfb6ea8,0,"Strike, swinging. 0-3",-1,4,4,0,,,2,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,true,3,San Francisco Lovers,false,Baltimore Crabs,false,false,3,,#780018,0x1F48B,,#593037,0x1F980,-rtiz Lopez,,12,0,,,-1,0,Percival Wheeler,0,0,Adalberto Tosser,Lovers,Crabs,0,5,6,#da0000,#b05c6b,db33a54c-3934-478f-bad4-fc313ac2580e,d0d7b8fe-bad8-481f-978e-cb659304ed49,2b157c5c-9a6a-45a6-858f-bf4cf4cbc0bd,,,,,,,,,,,,,
0bfcf04d-8554-4066-9a93-e592954aba1d,2021-03-12T04:05:21.615256Z,2810d3c5-026b-9c64-a10a-c4ff81502fdc,0bfcf04d-8554-4066-9a93-e592954aba1d,82,6,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,false,1,12,1,0.4046462824614068,3,b72f3061-f573-40d7-832a-5ad475bd7909,0.5953537175385932,3,8d87c468-699a-47a8-b40d-cfb73a5660ad,4,4,1,false,true,4,4,3,62,cfb57d7c-4118-4b0a-85cc-4e3a51a66cb6,fc1e256a-7f0b-4f1d-956a-d6684dfb6ea8,0,-rtiz Lopez strikes out looking.,-1,4,4,0,,,2,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,true,0,San Francisco Lovers,false,Baltimore Crabs,false,false,3,,#780018,0x1F48B,,#593037,0x1F980,,,12,1,,,-1,0,Percival Wheeler,0,0,Adalberto Tosser,Lovers,Crabs,0,5,6,#da0000,#b05c6b,db33a54c-3934-478f-bad4-fc313ac2580e,d0d7b8fe-bad8-481f-978e-cb659304ed49,,,,,,,,,,,,,,
0bfcf04d-8554-4066-9a93-e592954aba1d,2021-03-12T04:05:26.608479Z,e621d00c-8ca3-07b2-6299-290880554cc8,0bfcf04d-8554-4066-9a93-e592954aba1d,82,6,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,false,1,12,1,0.4046462824614068,3,b72f3061-f573-40d7-832a-5ad475bd7909,0.5953537175385932,3,8d87c468-699a-47a8-b40d-cfb73a5660ad,4,4,1,false,true,4,4,3,63,cfb57d7c-4118-4b0a-85cc-4e3a51a66cb6,fc1e256a-7f0b-4f1d-956a-d6684dfb6ea8,0,Kichiro Guerra batting for the Lovers.,-1,4,4,0,,,2,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,true,0,San Francisco Lovers,false,Baltimore Crabs,false,false,3,,#780018,0x1F48B,,#593037,0x1F980,Kichiro Guerra,,12,1,,,-1,0,Percival Wheeler,0,0,Adalberto Tosser,Lovers,Crabs,0,6,6,#da0000,#b05c6b,db33a54c-3934-478f-bad4-fc313ac2580e,d0d7b8fe-bad8-481f-978e-cb659304ed49,58c9e294-bd49-457c-883f-fb3162fc668e,,,,,,,,,,,,,
0bfcf04d-8554-4066-9a93-e592954aba1d,2021-03-12T04:05:31.623295Z,1f8e13e3-4ee5-b169-48f7-08a7d4f72557,0bfcf04d-8554-4066-9a93-e592954aba1d,82,6,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,false,1,12,1,0.4046462824614068,3,b72f3061-f573-40d7-832a-5ad475bd7909,0.5953537175385932,3,8d87c468-699a-47a8-b40d-cfb73a5660ad,4,4,1,false,true,4,4,3,64,cfb57d7c-4118-4b0a-85cc-4e3a51a66cb6,fc1e256a-7f0b-4f1d-956a-d6684dfb6ea8,0,Kichiro Guerra hit a ground out to Evelton McBlase II.,-1,4,4,0,,,2,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,true,0,San Francisco Lovers,false,Baltimore Crabs,false,false,3,,#780018,0x1F48B,,#593037,0x1F980,,,12,2,,,-1,0,Percival Wheeler,0,0,Adalberto Tosser,Lovers,Crabs,0,6,6,#da0000,#b05c6b,db33a54c-3934-478f-bad4-fc313ac2580e,d0d7b8fe-bad8-481f-978e-cb659304ed49,,,,,,,,,,,,,,
0bfcf04d-8554-4066-9a93-e592954aba1d,2021-03-12T04:05:36.608055Z,6071c529-7a9f-5d06-555f-eb463aac0227,0bfcf04d-8554-4066-9a93-e592954aba1d,82,6,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,false,1,12,1,0.4046462824614068,3,b72f3061-f573-40d7-832a-5ad475bd7909,0.5953537175385932,3,8d87c468-699a-47a8-b40d-cfb73a5660ad,4,4,1,false,true,4,4,3,65,cfb57d7c-4118-4b0a-85cc-4e3a51a66cb6,fc1e256a-7f0b-4f1d-956a-d6684dfb6ea8,0,Alexander Horne batting for the Lovers.,-1,4,4,0,,,2,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,true,0,San Francisco Lovers,false,Baltimore Crabs,false,false,3,,#780018,0x1F48B,,#593037,0x1F980,Alexander Horne,,12,2,,,-1,0,Percival Wheeler,0,0,Adalberto Tosser,Lovers,Crabs,0,7,6,#da0000,#b05c6b,db33a54c-3934-478f-bad4-fc313ac2580e,d0d7b8fe-bad8-481f-978e-cb659304ed49,c9e4a49e-e35a-4034-a4c7-293896b40c58,,,,,,,,,,,,,
0bfcf04d-8554-4066-9a93-e592954aba1d,2021-03-12T04:05:41.620506Z,ba2fe8ce-3060-9acb-bea5-65241fe52c28,0bfcf04d-8554-4066-9a93-e592954aba1d,82,6,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,false,1,12,1,0.4046462824614068,3,b72f3061-f573-40d7-832a-5ad475bd7909,0.5953537175385932,3,8d87c468-699a-47a8-b40d-cfb73a5660ad,4,4,1,false,true,4,4,3,66,cfb57d7c-4118-4b0a-85cc-4e3a51a66cb6,fc1e256a-7f0b-4f1d-956a-d6684dfb6ea8,0,"Strike, looking. 0-1",-1,4,4,0,,,2,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,true,1,San Francisco Lovers,false,Baltimore Crabs,false,false,3,,#780018,0x1F48B,,#593037,0x1F980,Alexander Horne,,12,2,,,-1,0,Percival Wheeler,0,0,Adalberto Tosser,Lovers,Crabs,0,7,6,#da0000,#b05c6b,db33a54c-3934-478f-bad4-fc313ac2580e,d0d7b8fe-bad8-481f-978e-cb659304ed49,c9e4a49e-e35a-4034-a4c7-293896b40c58,,,,,,,,,,,,,
0bfcf04d-8554-4066-9a93-e592954aba1d,2021-03-12T04:05:46.611727Z,64c5cbee-f4b7-2778-4f4c-15f553972b31,0bfcf04d-8554-4066-9a93-e592954aba1d,82,6,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,false,1,12,1,0.4046462824614068,3,b72f3061-f573-40d7-832a-5ad475bd7909,0.5953537175385932,3,8d87c468-699a-47a8-b40d-cfb73a5660ad,4,4,1,false,true,4,4,3,67,cfb57d7c-4118-4b0a-85cc-4e3a51a66cb6,fc1e256a-7f0b-4f1d-956a-d6684dfb6ea8,0,"Strike, looking. 0-2",-1,4,4,0,,,2,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,true,2,San Francisco Lovers,false,Baltimore Crabs,false,false,3,,#780018,0x1F48B,,#593037,0x1F980,Alexander Horne,,12,2,,,-1,0,Percival Wheeler,0,0,Adalberto Tosser,Lovers,Crabs,0,7,6,#da0000,#b05c6b,db33a54c-3934-478f-bad4-fc313ac2580e,d0d7b8fe-bad8-481f-978e-cb659304ed49,c9e4a49e-e35a-4034-a4c7-293896b40c58,,,,,,,,,,,,,
