,ID,Name,Day,X,Y,edensity
1730,4c192065-65d8-4010-8145-395f82d24ddf,Hedgehogs,92,0.6702174622148834,0.8014170571819909,650.5493090489032
1731,4c192065-65d8-4010-8145-395f82d24ddf,Hedgehogs,93,0.5853331164332326,0.8574553063561975,650.5493090489032
1732,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,73,0.9347553254891344,0.9725859658531948,0.0
1733,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,74,0.8268138443715488,0.9526143468359214,0.0
1734,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,75,0.7479596229490346,0.8728438908850426,608.3228060539664
1735,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,76,0.6691054015265203,0.7930734349341637,608.3228060539664
1736,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,77,0.6091548378626325,0.6986403362158056,608.3228060539664
1737,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,78,0.5301749630293155,0.6189942864074466,608.3228060539664
1738,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,79,0.4511950881959986,0.5393482365990876,608.3228060539664
1739,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,80,0.3722152133626817,0.4597021867907286,608.3228060539664
1740,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,81,0.2932353385293648,0.3800561369823696,608.3228060539664
1741,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,82,0.2142554636960478,0.3004100871740106,608.3228060539664
1742,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,83,0.1302704732892386,0.3574375812382684,608.3228060539664
1743,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,84,0.0518414664342899,0.2772490236850294,608.3228060539664
1744,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,85,-0.0265871436426415,0.197060078062781,608.3228060539664
1745,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,86,-0.1302467686516147,0.2191192181300781,608.3228060539664
1746,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,87,-0.2023569982065408,0.2874888960895613,608.3228060539664
1747,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,88,-0.2743895981467942,0.3558130518168282,608.3228060539664
1748,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,89,-0.3513392459139313,0.4196850402752466,608.3228060539664
1749,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,90,-0.430567162634929,0.4812170219239129,608.3228060539664
1750,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,91,-0.5119797728831994,0.5403525629313897,608.3228060539664
1751,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,92,-0.5976317531683223,0.5944911398682433,608.3228060539664
1752,88151292-6c12-4fb8-b2d6-3e64821293b3,Immortals,93,-0.6681309796974942,0.6635151417022507,608.3228060539664
1753,1e04e5cc-80a6-41c0-af0d-7292817eed79,Lobsters,73,0.9942054022831738,0.9895533914453376,0.0
1754,1e04e5cc-80a6-41c0-af0d-7292817eed79,Lobsters,74,0.9149824838202992,0.9103639948116272,0.0
1755,1e04e5cc-80a6-41c0-af0d-7292817eed79,Lobsters,75,0.8357595653574245,0.8311745981779171,600.7212368110164
1756,1e04e5cc-80a6-41c0-af0d-7292817eed79,Lobsters,76,0.8272622866051804,0.8226809149045095,600.7212368110164
1757,1e04e5cc-80a6-41c0-af0d-7292817eed79,Lobsters,77,0.8187650078529364,0.8141872316311018,600.7212368110164
1758,1e04e5cc-80a6-41c0-af0d-7292817eed79,Lobsters,78,0.8102677291006923,0.8056935483576942,600.7212368110164
1759,1e04e5cc-80a6-41c0-af0d-7292817eed79,Lobsters,79,0.7310448106378177,0.726504151723984,600.7212368110164
