unthwck,omni,contact,hit_rate
1.1,0.51,315,0.317460317460317
0.61,0.61,315,0.307936507936508
0.74,0.8,316,0.30379746835443
0.07,0.37,316,0.395569620253165
0.96,0.64,316,0.256329113924051
0.95,0.42,316,0.30379746835443
0.63,0.7,316,0.344936708860759
1.54,0.75,317,0.233438485804416
0.46,0.75,317,0.34384858044164
0.71,0.61,317,0.350157728706625
0.24,0.45,317,0.32807570977918
0.96,0.77,317,0.324921135646688
0.11,0.6,317,0.365930599369085
0.68,0.7,317,0.318611987381703
0.18,0.54,318,0.345911949685535
0.28,0.54,318,0.314465408805031
0.62,0.69,318,0.320754716981132
0.99,0.78,319,0.294670846394984
0.96,0.68,319,0.244514106583072
0.91,0.5,319,0.329153605015674
0.42,0.6,319,0.307210031347962
0.84,0.67,320,0.340625
0.42,0.63,320,0.328125
0.13,0.51,320,0.378125
1,0.55,320,0.28125
0.72,0.43,320,0.359375
0.76,0.79,321,0.302180685358255
1.04,0.64,321,0.280373831775701
1.17,0.56,321,0.252336448598131
0.89,0.67,321,0.32398753894081
0.77,0.87,321,0.274143302180685
0.98,0.77,322,0.285714285714286
0.87,0.57,322,0.285714285714286
0.52,0.53,322,0.360248447204969
1.19,0.84,323,0.284829721362229
0.61,0.62,323,0.306501547987616
0.11,0.61,324,0.382716049382716
1.26,0.55,324,0.268518518518519
0.24,0.48,324,0.32716049382716
0.35,0.56,324,0.330246913580247
1.15,0.7,325,0.249230769230769
0.5,0.21,325,0.353846153846154
1.43,0.51,325,0.264615384615385
0.52,0.57,325,0.273846153846154
0.25,0.61,326,0.377300613496932
0.07,0.53,326,0.371165644171779
1.44,0.58,326,0.279141104294479
0.69,0.31,326,0.337423312883436
1.16,0.49,326,0.282208588957055
0.69,0.58,327,0.348623853211009
0.75,0.8,327,0.36085626911315
1.22,0.54,327,0.308868501529052
0.45,0.55,327,0.36085626911315
1.16,0.53,328,0.259146341463415
0.43,0.48,328,0.356707317073171
0.16,0.63,328,0.371951219512195
0.54,0.8,329,0.346504559270517
0.21,0.41,329,0.349544072948328
0.49,0.62,329,0.355623100303951
1.02,0.62,329,0.288753799392097
0.98,0.51,329,0.31306990881459
0.98,0.61,329,0.29483282674772
1.17,0.53,329,0.29483282674772
0.17,0.56,330,0.36969696969697
0.69,0.54,330,0.318181818181818
0.13,0.59,330,0.315151515151515
0.4,0.44,330,0.387878787878788
0.71,0.65,330,0.312121212121212
0.88,0.82,330,0.312121212121212
0.57,0.5,331,0.350453172205438
0.3,0.57,331,0.371601208459214
1.16,0.63,331,0.256797583081571
0.1,0.51,331,0.359516616314199
0.48,0.73,333,0.336336336336336
0.2,0.58,333,0.423423423423423
1.65,0.62,333,0.24024024024024
0.56,0.32,333,0.321321321321321
0.77,0.69,333,0.276276276276276
0.58,0.71,334,0.320359281437126
1.05,0.68,334,0.251497005988024
1.04,0.24,335,0.307462686567164
0.79,0.48,335,0.283582089552239
0.11,0.36,335,0.42089552238806
0.95,0.37,336,0.345238095238095
0.24,0.29,336,0.351190476190476
0.5,0.7,337,0.338278931750742
0.4,0.43,337,0.362017804154303
0.26,0.6,337,0.314540059347181
0.98,0.42,337,0.29080118694362
0.51,0.55,338,0.331360946745562
1,0.49,338,0.284023668639053
0.82,0.64,338,0.284023668639053
1.07,0.64,338,0.281065088757396
0.9,0.57,338,0.313609467455621
1.42,0.46,339,0.238938053097345
0.24,0.35,339,0.342182890855457
0.94,0.54,339,0.321533923303835
0.13,0.46,339,0.353982300884956
1.1,0.45,339,0.283185840707965
0.5,0.54,339,0.348082595870207
0.35,0.5,340,0.332352941176471
1.6,0.78,340,0.191176470588235
0.82,0.48,340,0.314705882352941
1.08,0.55,340,0.320588235294118
0.3,0.54,341,0.30791788856305
0.4,0.59,341,0.325513196480938
0.94,0.77,341,0.302052785923754
0.65,0.67,342,0.292397660818713
0.61,0.67,342,0.347953216374269
0.5,0.88,342,0.33625730994152
0.94,0.61,342,0.327485380116959
0.49,0.48,343,0.34402332361516
0.82,0.44,343,0.326530612244898
0.08,0.54,343,0.41399416909621
0.21,0.47,343,0.41399416909621
0.62,0.6,343,0.309037900874636
1.12,0.53,344,0.337209302325581
1.02,0.54,344,0.348837209302326
0.82,0.47,344,0.305232558139535
0.11,0.25,344,0.369186046511628
0.59,0.52,344,0.328488372093023
0.79,0.56,345,0.301449275362319
0.14,0.64,345,0.350724637681159
1.01,0.84,345,0.281159420289855
1.08,0.7,345,0.246376811594203
0.63,0.6,345,0.31304347826087
0.85,0.36,345,0.315942028985507
0.73,0.61,346,0.335260115606936
0.51,0.45,346,0.291907514450867
0.95,0.69,346,0.34971098265896
0.95,0.49,346,0.317919075144509
0.48,0.58,346,0.30635838150289
1.11,0.43,347,0.268011527377522
0.44,0.58,347,0.302593659942363
0.29,0.51,347,0.357348703170029
0.87,0.87,347,0.270893371757925
0.21,0.52,347,0.354466858789625
0.73,0.47,348,0.310344827586207
0.62,0.63,349,0.332378223495702
0.78,0.46,349,0.346704871060172
0.75,0.59,349,0.272206303724928
1.21,0.53,349,0.329512893982808
0.59,0.4,350,0.342857142857143
0.57,0.58,350,0.334285714285714
0.62,0.47,350,0.371428571428571
0.87,0.74,350,0.291428571428571
0.54,0.43,352,0.360795454545455
0.81,0.68,352,0.326704545454545
0.14,0.41,352,0.386363636363636
0.91,0.72,352,0.278409090909091
0.14,0.7,352,0.392045454545455
0.37,0.52,353,0.342776203966006
0.48,0.77,353,0.328611898016997
0.63,0.75,353,0.314447592067989
1.34,0.69,353,0.277620396600567
0.13,0.5,353,0.356940509915014
0.56,0.71,353,0.342776203966006
1.29,0.84,354,0.220338983050847
0.58,0.42,354,0.336158192090395
0.98,0.79,354,0.274011299435028
0.74,0.36,354,0.319209039548023
1.44,0.53,354,0.248587570621469
0.49,0.53,355,0.338028169014084
0.12,0.49,357,0.369747899159664
0.94,0.34,357,0.333333333333333
0.06,0.43,357,0.408963585434174
0.35,0.47,357,0.350140056022409
0.2,0.4,358,0.391061452513966
0.8,0.72,359,0.328690807799443
0.69,0.61,359,0.364902506963788
0.8,0.38,360,0.344444444444444
0.53,0.53,361,0.340720221606648
1,0.69,363,0.28099173553719
0.87,0.81,363,0.25068870523416
1.03,0.4,363,0.31129476584022
0.87,0.6,363,0.314049586776859
1.08,0.69,363,0.303030303030303
0.98,0.82,363,0.272727272727273
0.66,0.61,364,0.348901098901099
0.58,0.66,365,0.331506849315068
0.39,0.7,365,0.350684931506849
1.55,0.68,366,0.270491803278688
0.21,0.42,366,0.327868852459016
0.87,0.5,367,0.337874659400545
0.44,0.69,367,0.343324250681199
0.66,0.67,368,0.309782608695652
0.77,0.72,368,0.334239130434783
0.68,0.72,368,0.27445652173913
0.35,0.72,368,0.369565217391304
0.94,0.57,368,0.309782608695652
0.08,0.51,368,0.334239130434783
1.22,0.82,368,0.269021739130435
0.26,0.37,368,0.326086956521739
0.97,0.71,369,0.254742547425474
1.03,0.7,369,0.257452574525745
0,0.58,370,0.389189189189189
1.07,0.72,370,0.3
0.73,0.84,371,0.30188679245283
0.11,0.58,371,0.355795148247978
0.85,0.78,372,0.344086021505376
1.25,0.55,372,0.306451612903226
1.05,0.58,372,0.276881720430107
1.16,0.58,373,0.265415549597855
0.03,0.52,373,0.378016085790885
0.78,0.57,373,0.327077747989276
1.01,0.51,374,0.299465240641711
0.84,0.5,374,0.32620320855615
0.91,0.8,374,0.315508021390374
0.82,0.5,375,0.322666666666667
0.42,0.55,375,0.349333333333333
1.13,0.7,375,0.258666666666667
0.65,0.45,375,0.333333333333333
1.16,0.36,376,0.313829787234043
0.8,0.46,376,0.327127659574468
1.24,0.48,376,0.292553191489362
1.15,0.6,376,0.316489361702128
0.21,0.53,376,0.377659574468085
0.7,0.48,377,0.3342175066313
0.24,0.31,377,0.344827586206896
0.96,0.61,378,0.253968253968254
0.68,0.73,378,0.306878306878307
0.8,0.68,378,0.312169312169312
1,0.54,378,0.296296296296296
0.45,0.67,379,0.298153034300792
0.85,0.67,379,0.324538258575198
0.65,0.47,380,0.321052631578947
0.23,0.45,380,0.313157894736842
0.49,0.58,381,0.341207349081365
1.03,0.69,381,0.328083989501312
0.47,0.45,381,0.377952755905512
1.13,0.53,382,0.303664921465969
0.22,0.56,382,0.361256544502618
0.48,0.66,382,0.31413612565445
0.77,0.88,383,0.29242819843342
0.53,0.61,383,0.305483028720627
0.64,0.51,384,0.317708333333333
0.68,0.76,385,0.309090909090909
0.67,0.59,386,0.305699481865285
0.95,0.66,387,0.328165374677003
0.46,0.62,387,0.322997416020672
1.16,0.75,387,0.291989664082687
0.36,0.53,390,0.351282051282051
0.46,0.52,390,0.346153846153846
0.91,0.61,390,0.271794871794872
0.26,0.34,391,0.38618925831202
0.3,0.59,391,0.337595907928389
1.23,0.67,391,0.260869565217391
0.66,0.56,391,0.355498721227621
1.05,0.52,392,0.313775510204082
0.96,0.81,392,0.316326530612245
0.9,0.84,393,0.287531806615776
0.56,0.55,393,0.287531806615776
1.31,0.68,393,0.236641221374046
0.55,0.48,393,0.325699745547074
0.45,0.52,394,0.299492385786802
1.12,0.58,395,0.278481012658228
0.95,0.52,395,0.311392405063291
0.46,0.72,395,0.334177215189873
0.98,0.37,395,0.30126582278481
0.25,0.56,395,0.374683544303797
1.04,0.47,395,0.311392405063291
1.04,0.73,395,0.275949367088608
0.77,0.43,395,0.29873417721519
0.3,0.55,396,0.368686868686869
0.23,0.43,396,0.328282828282828
0.36,0.49,396,0.348484848484848
1.09,0.62,396,0.335858585858586
0.02,0.51,397,0.297229219143577
0.07,0.55,397,0.397984886649874
0.24,0.51,397,0.350125944584383
0.76,0.53,398,0.321608040201005
0.85,0.72,398,0.281407035175879
0.54,0.44,399,0.385964912280702
0.92,0.55,399,0.350877192982456
0.39,0.56,399,0.353383458646617
0.87,0.71,400,0.3
0.87,0.46,401,0.319201995012469
0.81,0.43,401,0.27431421446384
0.44,0.55,402,0.348258706467662
0.21,0.45,402,0.388059701492537
0.56,0.44,402,0.350746268656716
0.9,0.53,402,0.310945273631841
0.65,0.55,403,0.300248138957816
1.17,0.5,403,0.277915632754342
1.27,0.63,403,0.260545905707196
0.56,0.76,404,0.339108910891089
0.85,0.45,405,0.345679012345679
0.61,0.6,405,0.335802469135802
0.17,0.6,407,0.368550368550369
0.61,0.68,407,0.27027027027027
0.49,0.64,408,0.286764705882353
0.46,0.53,408,0.323529411764706
0.7,0.77,408,0.316176470588235
0.74,0.61,408,0.316176470588235
0.95,0.72,408,0.284313725490196
0.98,0.55,409,0.278728606356968
0.29,0.61,409,0.34718826405868
0.2,0.52,409,0.383863080684597
0.95,0.58,410,0.314634146341463
1.09,0.64,410,0.258536585365854
0.13,0.48,410,0.368292682926829
0.72,0.54,410,0.365853658536585
0.84,0.47,411,0.291970802919708
0.38,0.67,412,0.33495145631068
0.77,0.64,412,0.325242718446602
0.09,0.55,412,0.410194174757282
1.06,0.44,412,0.320388349514563
0.81,0.55,413,0.300242130750605
0.13,0.36,414,0.367149758454106
0.84,0.54,414,0.285024154589372
1.05,0.49,414,0.28743961352657
0.46,0.55,415,0.289156626506024
0.51,0.48,415,0.339759036144578
0.52,0.55,416,0.319711538461538
1.19,0.52,416,0.262019230769231
0.13,0.34,416,0.372596153846154
0.97,0.39,417,0.251798561151079
0.81,0.65,417,0.364508393285372
1.23,0.75,417,0.261390887290168
0.48,0.64,417,0.311750599520384
1.13,0.62,418,0.284688995215311
0.24,0.5,418,0.397129186602871
0.37,0.59,418,0.349282296650718
0.94,0.76,419,0.293556085918854
0.43,0.42,420,0.330952380952381
0.73,0.7,421,0.308788598574822
1.05,0.56,421,0.306413301662708
0.94,0.72,421,0.330166270783848
0.7,0.53,421,0.320665083135392
1.15,0.77,421,0.232779097387173
0.9,0.55,422,0.286729857819905
0.29,0.43,422,0.312796208530806
0.41,0.43,422,0.322274881516588
0.75,0.78,422,0.322274881516588
0.11,0.54,424,0.375
0.79,0.57,424,0.292452830188679
0.73,0.45,424,0.30188679245283
0.47,0.54,426,0.373239436619718
0.89,0.57,426,0.267605633802817
1.23,0.71,426,0.274647887323944
0.81,0.64,427,0.304449648711944
1.03,0.58,427,0.311475409836066
0.94,0.73,427,0.309133489461358
1.54,0.59,427,0.285714285714286
0.9,0.59,428,0.282710280373832
0.45,0.38,429,0.356643356643357
0.27,0.45,429,0.370629370629371
1.07,0.71,429,0.289044289044289
0.51,0.41,429,0.333333333333333
0.32,0.41,430,0.348837209302326
1,0.44,430,0.313953488372093
1.13,0.39,430,0.320930232558139
1.26,0.5,431,0.290023201856148
1.05,0.48,433,0.235565819861432
1.19,0.72,433,0.309468822170901
0.07,0.4,433,0.406466512702079
1.12,0.8,434,0.276497695852535
0.63,0.41,434,0.361751152073733
0.96,0.47,434,0.311059907834101
0.42,0.56,435,0.347126436781609
0.49,0.44,435,0.351724137931034
0.55,0.38,436,0.272935779816514
0.33,0.63,436,0.325688073394495
0.78,0.42,436,0.321100917431193
0.52,0.54,436,0.288990825688073
0.77,0.47,437,0.311212814645309
1.14,0.59,437,0.34324942791762
1.25,0.82,437,0.233409610983982
0.79,0.74,437,0.28604118993135
0.12,0.52,437,0.37070938215103
0.74,0.82,437,0.274599542334096
0.81,0.67,438,0.294520547945205
0.21,0.59,439,0.382687927107061
0.48,0.57,439,0.302961275626424
0.8,0.41,439,0.34624145785877
0,0.57,440,0.393181818181818
0.89,0.68,440,0.309090909090909
1.3,0.73,440,0.254545454545455
1.05,0.76,441,0.283446712018141
1.03,0.61,441,0.297052154195011
0.84,0.65,441,0.276643990929705
0.39,0.47,442,0.321266968325792
1.19,0.63,442,0.264705882352941
0.56,0.4,442,0.357466063348416
0.42,0.48,443,0.293453724604966
0.74,0.39,443,0.322799097065463
1.01,0.66,444,0.295045045045045
0.59,0.42,444,0.29954954954955
0.25,0.71,444,0.371621621621622
1.01,0.4,444,0.277027027027027
0.61,0.72,445,0.310112359550562
0.26,0.35,446,0.39237668161435
0.02,0.52,446,0.338565022421525
1.43,0.73,446,0.273542600896861
0.54,0.51,447,0.366890380313199
0.94,0.69,448,0.283482142857143
0.23,0.68,449,0.378619153674833
0.5,0.62,449,0.338530066815145
0.89,0.47,449,0.282850779510022
1.08,0.79,450,0.302222222222222
1,0.68,450,0.288888888888889
0.53,0.52,450,0.342222222222222
0.49,0.74,450,0.3
0.99,0.71,451,0.28159645232816
1.16,0.5,451,0.257206208425721
0.36,0.58,451,0.330376940133038
0.17,0.53,451,0.312638580931264
0.77,0.65,452,0.320796460176991
1.04,0.29,452,0.292035398230088
1.15,0.63,453,0.273730684326711
0.7,0.72,453,0.286975717439294
0.22,0.48,454,0.343612334801762
0.67,0.48,454,0.337004405286344
0.89,0.72,455,0.276923076923077
0.24,0.61,455,0.340659340659341
0.3,0.47,457,0.389496717724289
1.11,0.58,457,0.312910284463895
0.4,0.54,457,0.334792122538293
0.84,0.57,457,0.306345733041575
1.21,0.73,457,0.282275711159737
0.93,0.61,458,0.299126637554585
1.21,0.55,458,0.310043668122271
0.87,0.83,458,0.264192139737991
0.3,0.33,459,0.38562091503268
1.05,0.72,459,0.263616557734205
1.19,0.8,461,0.214750542299349
0.73,0.58,461,0.273318872017354
0.97,0.5,463,0.319654427645788
0.03,0.45,464,0.392241379310345
0.42,0.38,464,0.381465517241379
0.23,0.54,464,0.357758620689655
0.45,0.64,465,0.335483870967742
0.78,0.52,469,0.328358208955224
0.48,0.74,469,0.302771855010661
0.2,0.61,469,0.326226012793177
1,0.35,469,0.281449893390192
0.15,0.55,470,0.314893617021277
0.62,0.68,470,0.278723404255319
0.48,0.81,470,0.342553191489362
1.22,0.67,470,0.274468085106383
0.42,0.54,470,0.357446808510638
0.92,0.61,470,0.282978723404255
1.26,0.56,472,0.288135593220339
0.69,0.71,472,0.309322033898305
0.26,0.32,473,0.369978858350951
1.06,0.55,473,0.266384778012685
1.23,0.72,473,0.274841437632135
0.97,0.34,474,0.324894514767933
0.88,0.58,475,0.326315789473684
0.42,0.65,475,0.313684210526316
0.24,0.41,476,0.367647058823529
0.13,0.56,476,0.369747899159664
0.46,0.68,476,0.298319327731092
0.36,0.59,477,0.324947589098533
0.66,0.45,477,0.389937106918239
0.73,0.37,477,0.327044025157233
0.98,0.39,478,0.280334728033473
0.48,0.75,478,0.297071129707113
0.48,0.8,478,0.313807531380753
0.3,0.44,479,0.369519832985386
0.75,0.64,479,0.267223382045929
0.25,0.65,479,0.342379958246347
0.58,0.6,479,0.346555323590814
0.7,0.74,479,0.308977035490605
1.09,0.61,480,0.295833333333333
1.31,0.67,480,0.254166666666667
0.11,0.53,482,0.338174273858921
0.77,0.67,482,0.273858921161826
0.78,0.58,485,0.296907216494845
0.43,0.5,486,0.308641975308642
0.78,0.32,487,0.361396303901437
1.43,0.75,487,0.223819301848049
0.72,0.56,488,0.278688524590164
0.58,0.57,489,0.359918200408998
0.9,0.68,490,0.346938775510204
0.62,0.51,490,0.322448979591837
0.23,0.46,490,0.373469387755102
0.48,0.41,491,0.29938900203666
0.8,0.37,491,0.311608961303462
0.56,0.85,491,0.291242362525458
0.65,0.62,492,0.329268292682927
0.38,0.64,494,0.340080971659919
0.62,0.52,494,0.32995951417004
0.52,0.52,496,0.30241935483871
0.47,0.4,497,0.344064386317907
0.96,0.78,498,0.289156626506024
1.08,0.74,498,0.267068273092369
0.97,0.72,498,0.285140562248996
0.98,0.8,499,0.306613226452906
0.73,0.39,499,0.370741482965932
0.71,0.59,499,0.344689378757515
0.52,0.64,499,0.314629258517034
0.69,0.42,501,0.275449101796407
1.05,0.54,501,0.259481037924152
1.22,0.63,501,0.253493013972056
0.65,0.52,501,0.333333333333333
0.4,0.49,502,0.386454183266932
0.92,0.62,503,0.318091451292246
0.96,0.5,503,0.328031809145129
0.19,0.46,505,0.352475247524752
0.15,0.42,505,0.392079207920792
1.1,0.54,505,0.300990099009901
0.45,0.39,505,0.332673267326733
1.2,0.54,505,0.267326732673267
0.55,0.81,505,0.283168316831683
0.15,0.5,507,0.362919132149901
0.68,0.45,507,0.349112426035503
0.94,0.47,507,0.31163708086785
1.32,0.59,507,0.325443786982248
1.17,0.64,507,0.27810650887574
0.59,0.45,507,0.333333333333333
0.93,0.34,508,0.318897637795276
0.76,0.69,508,0.273622047244094
0.39,0.71,508,0.336614173228346
0.48,0.42,508,0.350393700787402
0.07,0.34,509,0.404715127701375
0.15,0.6,509,0.379174852652259
0.9,0.52,509,0.284872298624754
0.79,0.47,510,0.3
0.13,0.6,510,0.358823529411765
0.61,0.58,510,0.325490196078431
0.7,0.65,510,0.290196078431373
0.73,0.52,511,0.313111545988258
0.08,0.45,511,0.426614481409002
1.06,0.56,512,0.28125
0.92,0.71,512,0.2578125
1.01,0.76,513,0.267056530214425
0.53,0.41,513,0.352826510721248
0.35,0.48,514,0.321011673151751
1.22,0.76,515,0.258252427184466
0.15,0.49,516,0.410852713178295
0.66,0.47,516,0.315891472868217
0.63,0.62,516,0.323643410852713
0.7,0.71,517,0.307543520309478
0.3,0.39,518,0.359073359073359
0.66,0.5,518,0.281853281853282
0.68,0.52,519,0.317919075144509
0.65,0.43,519,0.337186897880539
0.88,0.65,519,0.30635838150289
0.89,0.62,520,0.275
1.2,0.66,521,0.268714011516315
1.12,0.87,521,0.272552783109405
0.58,0.48,521,0.337811900191939
0.85,0.6,522,0.308429118773946
0.16,0.51,522,0.293103448275862
0.36,0.56,522,0.312260536398467
0.57,0.46,524,0.305343511450382
0.46,0.43,524,0.33206106870229
0.51,0.54,525,0.329523809523809
0.69,0.56,525,0.264761904761905
0.56,0.54,525,0.367619047619048
0.7,0.73,526,0.268060836501901
0.27,0.46,527,0.316888045540797
0.1,0.52,527,0.345351043643264
1.16,0.44,527,0.297912713472486
0.67,0.7,528,0.308712121212121
0.77,0.79,528,0.28030303030303
0.97,0.77,528,0.278409090909091
0.9,0.54,528,0.278409090909091
0.42,0.4,528,0.359848484848485
0.85,0.52,528,0.285984848484848
0.07,0.41,529,0.374291115311909
0.85,0.53,529,0.302457466918715
0.76,0.65,529,0.321361058601134
0.94,0.56,530,0.324528301886792
0.63,0.68,531,0.282485875706215
0.08,0.6,531,0.331450094161959
0.46,0.66,532,0.300751879699248
0.72,0.38,532,0.300751879699248
1.12,0.79,532,0.278195488721804
0.72,0.58,533,0.317073170731707
0.49,0.66,534,0.368913857677903
0.42,0.52,535,0.328971962616822
0.12,0.54,535,0.334579439252336
0.75,0.42,536,0.307835820895522
0.93,0.63,536,0.302238805970149
0.77,0.46,536,0.343283582089552
0.15,0.53,537,0.398510242085661
0.64,0.56,538,0.310408921933085
0.73,0.46,538,0.33271375464684
0.24,0.56,538,0.295539033457249
0.23,0.42,538,0.345724907063197
1.15,0.72,540,0.316666666666667
1.02,0.76,540,0.314814814814815
0.71,0.79,541,0.282809611829945
0.8,0.62,542,0.300738007380074
0.59,0.5,542,0.304428044280443
1.21,0.81,542,0.260147601476015
0.41,0.38,542,0.330258302583026
0.84,0.76,544,0.297794117647059
0.31,0.49,544,0.360294117647059
0.6,0.67,545,0.313761467889908
0.39,0.49,545,0.387155963302752
0.66,0.83,545,0.299082568807339
0.38,0.73,547,0.3327239488117
0.7,0.75,548,0.313868613138686
1.05,0.6,549,0.276867030965392
0.45,0.56,549,0.324225865209472
1.01,0.61,549,0.296903460837887
0.98,0.75,550,0.281818181818182
1.12,0.7,550,0.318181818181818
0.78,0.71,551,0.323049001814882
0.78,0.3,552,0.335144927536232
0.56,0.61,552,0.304347826086957
0.5,0.26,552,0.367753623188406
0.84,0.62,552,0.289855072463768
0.23,0.52,554,0.348375451263538
1.14,0.53,555,0.277477477477477
0.55,0.85,555,0.326126126126126
0.84,0.61,556,0.323741007194245
0.27,0.49,556,0.359712230215827
0.32,0.63,558,0.310035842293907
0.94,0.63,560,0.267857142857143
0.68,0.77,561,0.304812834224599
0.2,0.53,562,0.346975088967972
0.72,0.61,562,0.284697508896797
1.04,0.7,562,0.241992882562278
0.33,0.56,563,0.330373001776199
0.5,0.82,563,0.349911190053286
0.8,0.6,563,0.293072824156305
0.6,0.6,563,0.291296625222025
1.25,0.78,563,0.289520426287744
0.74,0.31,566,0.376325088339223
0.39,0.53,566,0.358657243816254
0.13,0.57,566,0.318021201413428
0.67,0.58,567,0.289241622574956
0.18,0.53,567,0.379188712522046
1.28,0.46,569,0.293497363796134
0.78,0.41,569,0.339191564147627
0.66,0.55,569,0.337434094903339
0.56,0.52,570,0.32280701754386
0.03,0.64,570,0.342105263157895
0.32,0.44,570,0.340350877192982
1.04,0.56,571,0.262697022767075
0.42,0.53,571,0.380035026269702
0.86,0.54,571,0.299474605954466
0.66,0.6,571,0.276707530647986
0.57,0.45,573,0.31064572425829
0.91,0.65,573,0.294938917975567
0.64,0.55,576,0.293402777777778
0.92,0.6,577,0.287694974003466
0.68,0.71,577,0.322357019064125
0.55,0.78,578,0.29757785467128
1.06,0.59,578,0.306228373702422
0.78,0.53,579,0.374784110535406
0.7,0.63,579,0.312607944732297
0.41,0.28,579,0.362694300518135
0.06,0.59,580,0.362068965517241
0.51,0.47,580,0.35
0.78,0.35,581,0.333907056798623
0.97,0.57,582,0.302405498281787
0.14,0.6,582,0.353951890034364
0.72,0.41,582,0.293814432989691
0.83,0.51,583,0.307032590051458
0.98,0.83,583,0.248713550600343
0.63,0.78,583,0.305317324185249
1.21,0.69,583,0.272727272727273
0.69,0.41,585,0.317948717948718
0.41,0.35,585,0.302564102564102
1.44,0.56,585,0.251282051282051
0.82,0.42,586,0.303754266211604
1.09,0.52,588,0.353741496598639
0.11,0.68,588,0.304421768707483
0.97,0.73,589,0.285229202037351
0.71,0.55,589,0.32597623089983
0.51,0.34,591,0.358714043993232
0.82,0.68,591,0.314720812182741
0.77,0.74,591,0.269035532994924
0.2,0.57,593,0.384485666104553
0.47,0.57,593,0.330522765598651
0.69,0.35,593,0.355817875210793
0.43,0.44,593,0.36424957841484
0.87,0.79,594,0.291245791245791
0.15,0.73,595,0.363025210084034
1.03,0.49,595,0.302521008403361
0.94,0.62,595,0.305882352941176
1.09,0.56,596,0.293624161073825
0.7,0.61,596,0.286912751677852
0.51,0.36,597,0.366834170854271
0.31,0.62,598,0.324414715719064
1.84,0.51,598,0.25752508361204
1.06,0.48,601,0.291181364392679
0.64,0.53,602,0.320598006644518
0.5,0.61,603,0.325041459369818
0.8,0.65,603,0.291873963515755
1.05,0.53,603,0.27363184079602
0.49,0.39,604,0.350993377483444
0.65,0.5,604,0.365894039735099
0.54,0.5,604,0.317880794701987
0.47,0.53,605,0.309090909090909
0.31,0.26,605,0.353719008264463
0.75,0.47,607,0.322899505766063
0.93,0.5,608,0.294407894736842
0.82,0.74,608,0.309210526315789
0.84,0.71,609,0.308702791461412
0.45,0.58,609,0.328407224958949
0.85,0.74,610,0.329508196721311
0.49,0.55,612,0.299019607843137
0.31,0.72,613,0.34584013050571
0.74,0.55,613,0.33605220228385
0.45,0.66,614,0.288273615635179
0.86,0.49,615,0.323577235772358
0.73,0.63,616,0.287337662337662
0.73,0.78,617,0.298217179902755
0.78,0.44,618,0.33495145631068
1.04,0.31,619,0.324717285945073
0.7,0.64,619,0.319870759289176
0.71,0.68,621,0.276972624798712
0.46,0.56,621,0.336553945249597
0.49,0.43,622,0.332797427652733
1.05,0.47,623,0.252006420545746
0.98,0.74,626,0.23482428115016
0.71,0.48,627,0.323763955342903
0.11,0.3,627,0.368421052631579
0.95,0.54,628,0.285031847133758
0.95,0.67,630,0.288888888888889
0.66,0.77,631,0.334389857369255
0.28,0.43,631,0.372424722662441
0.77,0.6,631,0.285261489698891
0.48,0.54,632,0.379746835443038
1.02,0.63,633,0.300157977883096
0.5,0.51,635,0.333858267716535
0.77,0.54,635,0.281889763779528
0.51,0.35,635,0.360629921259843
0.13,0.52,635,0.376377952755905
0.8,0.56,638,0.322884012539185
0.58,0.59,638,0.326018808777429
1.16,0.73,638,0.283699059561129
0.18,0.38,639,0.406885758998435
1.12,0.57,639,0.261345852895149
0.5,0.28,640,0.3484375
0.97,0.38,640,0.3203125
0.97,0.56,641,0.291731669266771
1.04,0.41,641,0.335413416536661
0.5,0.47,642,0.364485981308411
0.4,0.52,643,0.329704510108865
0.54,0.49,643,0.342146189735614
0.46,0.51,645,0.342635658914729
0.94,0.44,645,0.322480620155039
0.11,0.27,645,0.351937984496124
0.69,0.44,647,0.296754250386399
0.03,0.42,648,0.359567901234568
1.29,0.88,651,0.238095238095238
0.4,0.48,652,0.343558282208589
0.58,0.63,653,0.320061255742726
0.42,0.45,653,0.356814701378254
0.84,0.45,653,0.315467075038285
1.06,0.49,654,0.235474006116208
0.47,0.56,654,0.350152905198777
1.13,0.51,658,0.297872340425532
0.66,0.51,659,0.333839150227618
0.82,0.65,659,0.283763277693475
0.93,0.54,660,0.265151515151515
0.65,0.61,660,0.325757575757576
0.82,0.38,662,0.327794561933535
1.19,0.91,663,0.254901960784314
0.98,0.38,663,0.32579185520362
0.78,0.48,664,0.326807228915663
0.49,0.37,665,0.365413533834586
0.21,0.74,665,0.335338345864662
0.48,0.78,665,0.311278195488722
1.29,0.89,667,0.245877061469265
0.14,0.39,667,0.388305847076462
0.49,0.38,668,0.335329341317365
1.02,0.6,668,0.278443113772455
0.75,0.53,672,0.333333333333333
0.21,0.44,672,0.382440476190476
0.9,0.66,673,0.271916790490342
0.77,0.85,673,0.292719167904903
0.87,0.76,673,0.285289747399703
0.99,0.73,674,0.299703264094956
0.61,0.77,678,0.324483775811209
0.13,0.49,678,0.35693215339233
0.69,0.45,678,0.328908554572271
0.23,0.5,679,0.381443298969072
0.77,0.52,680,0.295588235294118
0.5,0.48,681,0.33920704845815
0.99,0.32,681,0.320117474302496
0.97,0.7,681,0.327459618208517
0.24,0.33,683,0.351390922401171
