unthwck,omni,contact,hit_rate
0.46,0.84,48,0.354166666666667
0.37,0.38,48,0.3125
0.84,0.68,48,0.25
0.54,0.81,48,0.270833333333333
0.39,0.63,48,0.458333333333333
1.16,0.37,48,0.1875
0.8,0.42,48,0.208333333333333
0.16,0.73,48,0.270833333333333
0.66,0.85,48,0.333333333333333
1.06,0.39,48,0.3125
0.44,0.6,48,0.375
0,0.61,48,0.375
0.27,0.5,48,0.354166666666667
0.21,0.65,48,0.229166666666667
0.74,0.58,48,0.333333333333333
0.99,0.76,48,0.1875
1.08,0.68,48,0.3125
0.93,0.74,48,0.25
0.65,0.44,48,0.416666666666667
0.62,0.42,49,0.204081632653061
0.56,0.48,49,0.306122448979592
0.95,0.44,49,0.306122448979592
0.53,0.55,49,0.530612244897959
1.17,0.6,49,0.224489795918367
1,0.66,49,0.326530612244898
0.09,0.61,49,0.36734693877551
1.01,0.6,49,0.224489795918367
1.19,0.82,49,0.306122448979592
1.2,0.52,49,0.224489795918367
0.28,0.44,49,0.387755102040816
0.81,0.44,49,0.387755102040816
0.58,0.51,49,0.285714285714286
0.32,0.64,49,0.326530612244898
1.18,0.52,50,0.24
1.34,0.64,50,0.28
1.16,0.64,50,0.22
1.21,0.72,50,0.26
0.45,0.46,50,0.32
1.1,0.6,50,0.3
0.6,0.58,50,0.36
1.07,0.74,50,0.24
1.03,0.62,50,0.34
1.37,0.64,50,0.24
1.16,0.72,50,0.36
0.98,0.72,50,0.32
0.67,0.51,50,0.22
0.22,0.49,50,0.34
0.89,0.76,50,0.28
0.17,0.64,50,0.38
0.43,0.26,51,0.333333333333333
0.62,0.77,51,0.352941176470588
1.44,0.6,51,0.392156862745098
0.34,0.48,51,0.490196078431373
0.84,0.82,51,0.274509803921569
0.64,0.79,51,0.274509803921569
0.55,0.67,51,0.254901960784314
0.45,0.45,51,0.372549019607843
1.06,0.29,51,0.431372549019608
0.86,0.68,51,0.313725490196078
1.01,0.8,51,0.313725490196078
0.4,0.57,51,0.294117647058823
0.94,0.35,51,0.215686274509804
1.01,0.49,51,0.254901960784314
0.89,0.73,52,0.326923076923077
0.69,0.32,52,0.288461538461538
1.17,0.52,52,0.269230769230769
1.12,0.75,52,0.173076923076923
0.28,0.47,52,0.269230769230769
0.49,0.47,52,0.346153846153846
1.03,0.79,52,0.192307692307692
0.33,0.55,52,0.326923076923077
1.1,0.61,52,0.211538461538462
0.48,0.5,52,0.423076923076923
0.59,0.49,52,0.365384615384615
0.31,0.47,52,0.326923076923077
0.9,0.71,52,0.307692307692308
1.15,0.85,52,0.269230769230769
0.51,0.57,53,0.283018867924528
0.55,0.9,53,0.320754716981132
0.67,0.81,53,0.245283018867925
0.53,0.77,53,0.30188679245283
0.59,0.44,53,0.320754716981132
0.79,0.68,53,0.471698113207547
1.02,0.49,53,0.264150943396226
0.89,0.6,53,0.207547169811321
0.93,0.35,53,0.245283018867925
0.23,0.53,53,0.39622641509434
0.83,0.67,53,0.358490566037736
0.86,0.64,53,0.377358490566038
0.88,0.44,53,0.415094339622641
0.89,0.8,53,0.30188679245283
0.41,0.46,53,0.452830188679245
0.22,0.53,53,0.528301886792453
0.78,0.68,53,0.471698113207547
0.42,0.62,54,0.462962962962963
1.41,0.57,54,0.333333333333333
0.07,0.39,54,0.388888888888889
1.19,0.67,54,0.148148148148148
0.36,0.6,54,0.37037037037037
0.37,0.8,54,0.333333333333333
0.11,0.63,54,0.314814814814815
1.01,0.68,54,0.185185185185185
0.47,0.42,54,0.203703703703704
0.88,0.57,54,0.351851851851852
0.49,0.65,54,0.259259259259259
0.79,0.34,54,0.314814814814815
0.52,0.27,54,0.351851851851852
0.2,0.66,54,0.518518518518518
0.68,0.49,54,0.37037037037037
0.56,0.78,54,0.37037037037037
0.89,0.54,55,0.4
1.15,0.83,55,0.290909090909091
1.11,0.46,55,0.272727272727273
0.11,0.59,55,0.363636363636364
0.75,0.72,55,0.254545454545455
1.12,0.81,55,0.4
0.94,0.75,55,0.290909090909091
0.01,0.31,55,0.309090909090909
0.73,0.44,55,0.236363636363636
0.54,0.7,55,0.327272727272727
1.07,0.41,55,0.236363636363636
0.79,0.59,55,0.272727272727273
0,0.43,55,0.345454545454545
1.1,0.73,55,0.2
0.54,0.79,55,0.254545454545455
1.44,0.64,56,0.196428571428571
0.58,0.5,56,0.321428571428571
0.66,0.54,56,0.303571428571429
0.62,0.71,56,0.375
1.21,0.52,56,0.357142857142857
0.13,0.64,56,0.410714285714286
0.97,0.55,56,0.392857142857143
0.19,0.34,56,0.375
0.85,0.47,57,0.263157894736842
0.33,0.35,57,0.403508771929825
0.73,0.4,57,0.421052631578947
0.97,0.62,57,0.333333333333333
1.44,0.55,57,0.228070175438596
0.38,0.69,57,0.228070175438596
0.41,0.47,57,0.368421052631579
0.63,0.42,57,0.350877192982456
0.61,0.5,57,0.315789473684211
0.56,0.58,57,0.456140350877193
0.44,0.54,58,0.396551724137931
0.33,0.54,58,0.344827586206896
0.95,0.65,58,0.293103448275862
0.45,0.27,58,0.448275862068966
0.79,0.73,58,0.327586206896552
0.69,0.77,58,0.224137931034483
0.89,0.39,58,0.206896551724138
0.69,0.7,58,0.258620689655172
1.12,0.72,58,0.379310344827586
0.29,0.41,59,0.305084745762712
0.37,0.58,59,0.474576271186441
0.53,0.56,59,0.305084745762712
0.73,0.49,59,0.372881355932203
1.1,0.62,59,0.271186440677966
0.2,0.55,59,0.525423728813559
0.76,0.71,59,0.35593220338983
0.36,0.45,59,0.406779661016949
1.2,0.6,59,0.271186440677966
0.63,0.77,59,0.338983050847458
1.19,0.61,59,0.322033898305085
1,0.7,59,0.305084745762712
1.35,0.46,59,0.23728813559322
0.31,0.56,59,0.474576271186441
0.83,0.46,59,0.271186440677966
1.23,0.78,59,0.220338983050847
1.11,0.6,60,0.366666666666667
1.03,0.76,60,0.333333333333333
0.44,0.56,60,0.316666666666667
0.54,0.37,60,0.3
0.16,0.57,60,0.383333333333333
0.66,0.71,60,0.35
0.88,0.74,60,0.283333333333333
1.44,0.63,60,0.316666666666667
0.47,0.65,60,0.35
0.6,0.42,61,0.327868852459016
1.07,0.54,61,0.344262295081967
0.87,0.49,61,0.278688524590164
0.54,0.74,61,0.377049180327869
0.75,0.68,61,0.40983606557377
1.04,0.68,61,0.19672131147541
0.54,0.65,61,0.360655737704918
0.24,0.53,61,0.213114754098361
1.16,0.62,61,0.245901639344262
1.25,0.72,62,0.193548387096774
0.3,0.67,62,0.370967741935484
0.9,0.83,62,0.387096774193548
0.87,0.68,62,0.306451612903226
0.99,0.62,62,0.258064516129032
0.86,0.83,62,0.274193548387097
1.03,0.52,62,0.306451612903226
0.32,0.61,62,0.274193548387097
0.42,0.58,62,0.370967741935484
0.5,0.78,62,0.258064516129032
1.07,0.39,62,0.338709677419355
1.21,0.71,62,0.274193548387097
0.73,0.42,62,0.338709677419355
0.66,0.8,62,0.32258064516129
1.19,0.93,62,0.258064516129032
0.95,0.75,63,0.349206349206349
0.91,0.74,63,0.253968253968254
0.37,0.37,63,0.317460317460317
0.12,0.55,63,0.396825396825397
0.81,0.82,63,0.285714285714286
0.54,0.62,63,0.396825396825397
0.68,0.59,63,0.365079365079365
0.73,0.82,63,0.285714285714286
1.08,0.44,63,0.317460317460317
0.08,0.49,63,0.301587301587302
0.73,0.8,63,0.253968253968254
1.04,0.76,64,0.203125
1.44,0.61,64,0.21875
0.98,0.44,64,0.28125
0.72,0.6,64,0.328125
0.61,0.73,64,0.359375
0.74,0.89,64,0.328125
0.15,0.4,64,0.40625
0.81,0.74,65,0.415384615384615
0.97,0.4,65,0.292307692307692
0.31,0.54,65,0.430769230769231
0.27,0.39,65,0.476923076923077
0.84,0.55,65,0.323076923076923
0.2,0.45,65,0.446153846153846
1.6,0.77,66,0.166666666666667
1,0.64,66,0.242424242424242
0.75,0.71,66,0.363636363636364
0.98,0.46,66,0.409090909090909
1.03,0.44,66,0.272727272727273
0.51,0.81,66,0.318181818181818
1.24,0.53,66,0.196969696969697
1.16,0.78,66,0.378787878787879
1,0.83,66,0.287878787878788
1.19,0.75,67,0.194029850746269
0.74,0.56,67,0.373134328358209
0.92,0.54,67,0.283582089552239
0.15,0.59,67,0.402985074626866
0.19,0.32,67,0.402985074626866
0.33,0.42,67,0.522388059701493
1,0.41,67,0.343283582089552
1.79,0.59,67,0.283582089552239
0.22,0.52,67,0.298507462686567
0.89,0.58,67,0.343283582089552
1.27,0.65,68,0.308823529411765
0.89,0.71,68,0.235294117647059
0.99,0.61,68,0.25
0.5,0.75,68,0.397058823529412
0.57,0.71,68,0.25
0.36,0.52,68,0.323529411764706
0.14,0.65,68,0.397058823529412
0.71,0.53,68,0.235294117647059
1.31,0.54,68,0.279411764705882
0.53,0.87,68,0.367647058823529
0.74,0.53,68,0.382352941176471
1.21,0.5,68,0.352941176470588
0.86,0.55,68,0.294117647058823
1.02,0.86,69,0.202898550724638
0.62,0.75,69,0.260869565217391
1.04,0.42,69,0.391304347826087
1.03,0.77,69,0.333333333333333
0.52,0.66,69,0.36231884057971
1.14,0.65,69,0.36231884057971
1.1,0.52,70,0.285714285714286
1.05,0.8,70,0.257142857142857
0.88,0.42,70,0.342857142857143
1.12,0.77,70,0.157142857142857
1.01,0.81,70,0.3
1.14,0.66,70,0.257142857142857
0.73,0.71,70,0.371428571428571
1.2,0.58,70,0.185714285714286
0.46,0.64,71,0.352112676056338
0.85,0.66,71,0.295774647887324
0.62,0.78,71,0.28169014084507
0.68,0.78,71,0.352112676056338
1.1,0.72,71,0.28169014084507
1.43,0.76,71,0.309859154929577
0.22,0.4,71,0.436619718309859
0.76,0.46,71,0.309859154929577
0.98,0.67,71,0.23943661971831
1.21,0.4,71,0.352112676056338
0.89,0.42,71,0.352112676056338
0.96,0.53,71,0.295774647887324
0.95,0.53,71,0.295774647887324
0.83,0.68,72,0.305555555555556
0.36,0.64,72,0.263888888888889
0.48,0.4,72,0.305555555555556
1.24,0.56,72,0.333333333333333
0,0.42,72,0.388888888888889
0.13,0.32,72,0.375
0.3,0.61,72,0.291666666666667
0.09,0.53,72,0.236111111111111
0.88,0.38,72,0.291666666666667
0.94,0.6,72,0.277777777777778
1.12,0.9,73,0.342465753424657
1.07,0.44,73,0.342465753424657
0.41,0.26,73,0.287671232876712
0.72,0.65,73,0.301369863013699
0.88,0.59,73,0.273972602739726
0.98,0.6,73,0.26027397260274
0.62,0.67,73,0.26027397260274
0.44,0.41,73,0.356164383561644
0.21,0.62,73,0.356164383561644
0.5,0.65,73,0.356164383561644
0.45,0.49,73,0.26027397260274
1.05,0.73,73,0.273972602739726
0.59,0.57,73,0.232876712328767
0.81,0.77,74,0.256756756756757
0.53,0.51,74,0.310810810810811
1.07,0.46,74,0.378378378378378
0.79,0.69,74,0.337837837837838
0.5,0.3,74,0.27027027027027
0.81,0.73,74,0.310810810810811
0.32,0.55,74,0.364864864864865
0.61,0.63,74,0.418918918918919
1.3,0.68,74,0.256756756756757
0.56,0.67,74,0.472972972972973
0.69,0.43,75,0.333333333333333
0.86,0.78,75,0.2
0.97,0.67,75,0.333333333333333
0.85,0.32,75,0.346666666666667
1.08,0.65,75,0.266666666666667
0.99,0.49,75,0.293333333333333
1.01,0.55,75,0.28
1.04,0.58,75,0.306666666666667
0.11,0.62,76,0.289473684210526
0.17,0.39,76,0.315789473684211
0.14,0.35,76,0.407894736842105
1.01,0.62,76,0.276315789473684
0.36,0.4,76,0.355263157894737
1.65,0.61,77,0.181818181818182
0.86,0.77,77,0.376623376623377
1.11,0.59,77,0.25974025974026
1.11,0.61,77,0.298701298701299
0.62,0.43,77,0.324675324675325
1.05,0.71,77,0.272727272727273
0.88,0.51,77,0.298701298701299
0.48,0.38,77,0.337662337662338
0.82,0.83,77,0.311688311688312
0.45,0.71,77,0.350649350649351
1.01,0.78,77,0.246753246753247
0.59,0.65,78,0.371794871794872
0.98,0.49,78,0.243589743589744
0.53,0.79,78,0.307692307692308
0.55,0.47,78,0.307692307692308
0.57,0.59,78,0.435897435897436
1.2,0.49,79,0.316455696202532
0.07,0.58,79,0.443037974683544
0.68,0.6,79,0.329113924050633
0.63,0.56,79,0.253164556962025
1.05,0.61,79,0.30379746835443
0.83,0.55,80,0.35
0.35,0.84,80,0.475
1.26,0.74,80,0.35
0.99,0.53,80,0.3125
0.85,0.87,80,0.175
1.31,0.64,80,0.275
1.14,0.61,80,0.35
1.43,0.71,80,0.1625
1.1,0.53,80,0.2875
0.68,0.48,81,0.37037037037037
0.68,0.62,81,0.345679012345679
0.7,0.54,81,0.432098765432099
1.1,0.43,81,0.320987654320988
0.11,0.48,81,0.358024691358025
0.63,0.53,81,0.283950617283951
0.19,0.43,81,0.444444444444444
1.34,0.7,81,0.320987654320988
0.49,0.77,81,0.246913580246914
0.89,0.4,81,0.283950617283951
0.9,0.56,81,0.358024691358025
0.93,0.85,81,0.246913580246914
0.48,0.61,82,0.402439024390244
1.15,0.61,82,0.268292682926829
1.2,0.63,82,0.280487804878049
1.14,0.63,82,0.268292682926829
1.24,0.6,82,0.219512195121951
0.51,0.77,82,0.365853658536585
0.89,0.61,82,0.329268292682927
0.15,0.34,82,0.451219512195122
1.04,0.81,82,0.292682926829268
1.16,0.8,82,0.195121951219512
0.75,0.41,82,0.329268292682927
0.53,0.39,82,0.365853658536585
0.41,0.49,82,0.402439024390244
0.25,0.58,82,0.341463414634146
0.56,0.36,82,0.231707317073171
0.93,0.55,83,0.228915662650602
0.21,0.68,83,0.325301204819277
0.56,0.33,83,0.36144578313253
0.5,0.66,83,0.36144578313253
0.68,0.44,83,0.397590361445783
0.49,0.79,83,0.36144578313253
0.48,0.63,83,0.313253012048193
0.58,0.53,83,0.265060240963855
1.19,0.66,83,0.240963855421687
0.47,0.77,83,0.385542168674699
1.24,0.66,83,0.349397590361446
0.97,0.29,83,0.349397590361446
0.85,0.68,84,0.261904761904762
0.85,0.82,84,0.428571428571429
0.61,0.7,84,0.30952380952381
0.33,0.66,84,0.369047619047619
0.49,0.51,84,0.285714285714286
0.7,0.69,85,0.282352941176471
1.11,0.57,85,0.364705882352941
0.09,0.58,85,0.4
1.15,0.62,85,0.247058823529412
0.88,0.34,85,0.317647058823529
0.29,0.42,85,0.458823529411765
0.81,0.46,85,0.258823529411765
0.64,0.62,85,0.317647058823529
1.14,0.79,85,0.4
0.63,0.83,85,0.341176470588235
1.27,0.54,86,0.267441860465116
0.63,0.52,86,0.337209302325581
0.14,0.4,86,0.232558139534884
1.36,0.86,86,0.22093023255814
1.32,0.52,86,0.255813953488372
1.32,0.72,86,0.27906976744186
1.07,0.62,86,0.36046511627907
0.22,0.46,86,0.337209302325581
1.32,0.73,86,0.209302325581395
1.21,0.46,86,0.36046511627907
1.02,0.68,87,0.275862068965517
0.26,0.41,87,0.241379310344828
0.64,0.52,87,0.425287356321839
0.66,0.72,87,0.333333333333333
0.75,0.56,87,0.275862068965517
0.86,0.7,87,0.379310344827586
1.02,0.43,87,0.298850574712644
1.07,0.61,87,0.310344827586207
1.26,0.53,87,0.252873563218391
0.45,0.36,88,0.352272727272727
0.9,0.51,88,0.261363636363636
0.78,0.37,88,0.409090909090909
0.8,0.7,89,0.337078651685393
0.35,0.87,89,0.224719101123595
0.48,0.59,89,0.292134831460674
0.61,0.71,89,0.258426966292135
0.62,0.86,89,0.348314606741573
1.23,0.68,89,0.213483146067416
0.63,0.76,89,0.370786516853933
0.71,0.47,89,0.393258426966292
0.91,0.53,89,0.314606741573034
1.22,0.72,89,0.269662921348315
0.3,0.63,90,0.288888888888889
0.57,0.64,90,0.422222222222222
0.77,0.66,90,0.288888888888889
1.36,0.83,90,0.233333333333333
0.77,0.63,90,0.344444444444444
0.42,0.46,90,0.266666666666667
0.28,0.51,90,0.366666666666667
0.35,0.89,90,0.388888888888889
1.04,0.74,90,0.333333333333333
0.48,0.82,91,0.307692307692308
0.07,0.48,91,0.263736263736264
0.98,0.85,91,0.318681318681319
0.18,0.57,91,0.274725274725275
1.54,0.84,91,0.274725274725275
1.13,0.78,91,0.263736263736264
1.1,0.57,91,0.318681318681319
0.54,0.6,91,0.307692307692308
1.14,0.56,91,0.241758241758242
0.37,0.75,91,0.241758241758242
1.21,0.63,92,0.282608695652174
0.27,0.42,92,0.282608695652174
0.07,0.65,92,0.434782608695652
0.22,0.54,92,0.347826086956522
0.59,0.54,92,0.315217391304348
0.96,0.89,92,0.271739130434783
0.98,0.81,92,0.282608695652174
0.93,0.42,92,0.282608695652174
0.6,0.62,92,0.260869565217391
1,0.63,92,0.304347826086957
0.96,0.32,92,0.347826086956522
0.79,0.43,93,0.344086021505376
0.33,0.58,93,0.354838709677419
1.12,0.5,93,0.258064516129032
0.93,0.32,93,0.247311827956989
1.36,0.8,93,0.344086021505376
0.86,0.75,93,0.279569892473118
1.14,0.78,93,0.32258064516129
0.26,0.4,93,0.333333333333333
1.43,0.8,94,0.297872340425532
0.57,0.6,94,0.287234042553191
0.95,0.7,94,0.351063829787234
0.83,0.69,94,0.329787234042553
0.28,0.69,94,0.404255319148936
0.84,0.7,94,0.319148936170213
0.79,0.54,94,0.319148936170213
0.5,0.67,94,0.361702127659574
0.55,0.82,95,0.284210526315789
0.9,0.76,95,0.294736842105263
0.62,0.7,95,0.357894736842105
0.66,0.49,95,0.273684210526316
0.21,0.66,95,0.368421052631579
0.54,0.48,95,0.273684210526316
0.96,0.52,95,0.347368421052632
0.92,0.7,95,0.263157894736842
0.67,0.83,95,0.368421052631579
0.36,0.63,95,0.421052631578947
0.76,0.52,95,0.315789473684211
1.3,0.69,96,0.229166666666667
0.75,0.81,96,0.364583333333333
0.15,0.38,96,0.364583333333333
0.92,0.51,96,0.302083333333333
0.15,0.36,96,0.302083333333333
0.68,0.41,96,0.333333333333333
0.38,0.42,96,0.375
0.86,0.79,96,0.322916666666667
0.27,0.53,96,0.385416666666667
0.51,0.46,96,0.302083333333333
1.08,0.56,96,0.239583333333333
1.2,0.88,97,0.288659793814433
0.25,0.76,97,0.360824742268041
0.75,0.75,97,0.237113402061856
1.06,0.47,97,0.268041237113402
1.04,0.83,97,0.268041237113402
0.73,0.74,97,0.257731958762887
0.04,0.58,97,0.391752577319588
0.66,0.48,97,0.381443298969072
0.95,0.77,97,0.268041237113402
0.8,0.66,97,0.268041237113402
1.17,0.58,98,0.23469387755102
1.15,0.69,98,0.326530612244898
0.78,0.7,98,0.306122448979592
1.16,0.6,98,0.346938775510204
0.13,0.63,98,0.306122448979592
0.32,0.43,98,0.357142857142857
1.07,0.58,98,0.275510204081633
0.85,0.81,98,0.285714285714286
1.54,0.57,99,0.242424242424242
0.5,0.73,99,0.343434343434343
1.2,0.51,99,0.343434343434343
0.16,0.55,99,0.353535353535353
0.54,0.82,100,0.29
0.75,0.79,100,0.29
1.2,0.83,101,0.247524752475248
0.68,0.56,101,0.396039603960396
0.93,0.62,101,0.277227722772277
0.94,0.67,101,0.287128712871287
0.53,0.76,101,0.287128712871287
0.73,0.72,101,0.306930693069307
1.04,0.52,101,0.297029702970297
0.08,0.53,101,0.445544554455446
0.29,0.57,101,0.485148514851485
1.16,0.39,101,0.247524752475248
0.97,0.78,101,0.257425742574257
1.03,0.54,102,0.215686274509804
1.36,0.78,102,0.254901960784314
0.14,0.69,102,0.441176470588235
1.13,0.45,102,0.235294117647059
0.96,0.57,102,0.254901960784314
1.04,0.46,102,0.313725490196078
0.84,0.6,102,0.245098039215686
0.37,0.57,103,0.359223300970874
0,0.51,103,0.359223300970874
0.63,0.47,103,0.45631067961165
1.35,0.5,103,0.29126213592233
1.15,0.87,103,0.242718446601942
0.48,0.76,103,0.320388349514563
0.86,0.45,104,0.355769230769231
0.91,0.69,104,0.355769230769231
1.1,0.35,104,0.365384615384615
0.52,0.63,104,0.375
0.26,0.36,104,0.336538461538462
1.36,0.81,104,0.221153846153846
0,0.46,104,0.451923076923077
0.89,0.52,104,0.307692307692308
0.35,0.88,104,0.355769230769231
0.67,0.82,104,0.298076923076923
0.82,0.76,104,0.25
0.96,0.54,105,0.238095238095238
0.79,0.72,105,0.352380952380952
1.23,0.77,105,0.228571428571429
1.25,0.73,105,0.238095238095238
0.99,0.69,105,0.333333333333333
1.05,0.62,105,0.314285714285714
0.87,0.72,105,0.342857142857143
0.53,0.42,105,0.304761904761905
0.85,0.62,106,0.339622641509434
1.14,0.57,106,0.349056603773585
0.84,0.46,106,0.349056603773585
1.36,0.84,106,0.273584905660377
1.12,0.64,106,0.377358490566038
1.11,0.67,106,0.330188679245283
0.87,0.67,106,0.311320754716981
1.36,0.82,107,0.317757009345794
0.19,0.54,107,0.317757009345794
0.9,0.64,107,0.271028037383178
1.1,0.36,107,0.252336448598131
1.1,0.58,107,0.336448598130841
1.08,0.53,107,0.336448598130841
1.08,0.82,107,0.261682242990654
0.89,0.55,107,0.467289719626168
1.04,0.61,108,0.268518518518519
0.38,0.65,108,0.25
1,0.73,108,0.231481481481481
0.24,0.37,108,0.37037037037037
0.69,0.53,108,0.333333333333333
0.08,0.48,108,0.25
0.97,0.79,109,0.302752293577982
1.26,0.64,109,0.302752293577982
1.14,0.71,109,0.275229357798165
0.15,0.56,109,0.284403669724771
0.64,0.46,109,0.311926605504587
0.99,0.39,109,0.284403669724771
0.13,0.28,109,0.394495412844037
0.72,0.46,109,0.357798165137615
0.94,0.74,109,0.302752293577982
0.38,0.57,110,0.427272727272727
1.22,0.66,110,0.272727272727273
0.56,0.6,110,0.336363636363636
0.5,0.5,110,0.272727272727273
0.74,0.68,110,0.309090909090909
1.19,0.77,110,0.281818181818182
0.55,0.62,111,0.261261261261261
0.57,0.69,111,0.306306306306306
0.01,0.4,111,0.369369369369369
0.74,0.57,111,0.423423423423423
0.9,0.65,111,0.306306306306306
0.92,0.59,111,0.234234234234234
0.8,0.61,111,0.324324324324324
0.55,0.79,112,0.3125
1.14,0.74,112,0.321428571428571
1.32,0.47,112,0.276785714285714
0.49,0.69,112,0.357142857142857
0.7,0.89,112,0.258928571428571
0.61,0.69,112,0.285714285714286
0.61,0.59,112,0.285714285714286
0.54,0.53,112,0.258928571428571
0.41,0.27,112,0.410714285714286
0.24,0.49,112,0.232142857142857
0.9,0.6,112,0.276785714285714
0.76,0.62,112,0.294642857142857
0.35,0.6,112,0.285714285714286
0.37,0.65,112,0.285714285714286
0.52,0.26,113,0.353982300884956
0.27,0.48,113,0.353982300884956
0.06,0.47,113,0.424778761061947
1.08,0.77,113,0.36283185840708
0.54,0.67,113,0.300884955752212
0.48,0.37,114,0.271929824561403
0.2,0.38,114,0.368421052631579
0.96,0.48,114,0.324561403508772
0.83,0.53,114,0.333333333333333
0.45,0.59,114,0.350877192982456
0.36,0.65,115,0.339130434782609
1,0.65,115,0.278260869565217
1.16,0.52,115,0.330434782608696
0.5,0.59,115,0.356521739130435
0.53,0.94,115,0.408695652173913
0.56,0.91,115,0.339130434782609
0.45,0.42,115,0.356521739130435
0.6,0.59,115,0.330434782608696
0.77,0.77,116,0.267241379310345
0.34,0.52,116,0.413793103448276
0.61,0.55,116,0.353448275862069
1.55,0.63,116,0.301724137931034
1.17,0.48,116,0.241379310344828
0.86,0.56,117,0.401709401709402
0.74,0.7,117,0.290598290598291
0.48,0.6,117,0.299145299145299
1.55,0.72,117,0.230769230769231
0.78,0.8,117,0.324786324786325
0.54,0.61,117,0.290598290598291
0.63,0.79,118,0.347457627118644
0.23,0.48,118,0.330508474576271
0.34,0.61,118,0.245762711864407
0.79,0.36,118,0.313559322033898
0.57,0.62,118,0.305084745762712
0.41,0.52,118,0.347457627118644
0.06,0.39,118,0.415254237288136
0.15,0.39,118,0.322033898305085
0.7,0.66,118,0.296610169491525
0.03,0.46,118,0.305084745762712
0.34,0.47,119,0.294117647058823
0.27,0.47,119,0.302521008403361
0.85,0.55,119,0.26890756302521
1.12,0.55,119,0.352941176470588
1.06,0.67,119,0.403361344537815
0.88,0.5,119,0.294117647058823
0.83,0.52,119,0.294117647058823
0.25,0.6,120,0.441666666666667
0.82,0.72,120,0.233333333333333
0.49,0.59,120,0.308333333333333
0.96,0.42,120,0.308333333333333
0.29,0.58,120,0.275
1.07,0.67,121,0.173553719008264
0.3,0.53,121,0.264462809917355
0.64,0.43,121,0.363636363636364
0.35,0.63,121,0.363636363636364
0.7,0.47,121,0.330578512396694
0.81,0.53,121,0.314049586776859
1.16,0.54,121,0.338842975206612
1.01,0.89,121,0.256198347107438
0.52,0.59,121,0.305785123966942
1.04,0.5,121,0.380165289256198
1.05,0.77,121,0.256198347107438
0.77,0.62,122,0.327868852459016
1.03,0.75,122,0.221311475409836
0.89,0.53,122,0.327868852459016
0.81,0.48,122,0.319672131147541
1.18,0.48,122,0.278688524590164
0.25,0.72,122,0.40983606557377
0.87,0.77,122,0.254098360655738
0.72,0.51,122,0.270491803278688
0.82,0.39,122,0.352459016393443
0.29,0.59,122,0.319672131147541
0.72,0.53,123,0.414634146341463
0.2,0.59,123,0.292682926829268
0.07,0.57,123,0.414634146341463
0.61,0.74,123,0.308943089430894
0.89,0.64,123,0.24390243902439
0.98,0.7,123,0.373983739837398
0.95,0.6,124,0.282258064516129
0.52,0.62,124,0.403225806451613
1.21,0.44,124,0.306451612903226
1.19,0.83,124,0.25
0.96,0.72,124,0.258064516129032
0.87,0.53,125,0.32
0.33,0.59,125,0.392
1.08,0.72,125,0.224
0.68,0.75,125,0.312
0.52,0.56,125,0.272
1.26,0.59,125,0.288
0.43,0.71,125,0.312
0.31,0.73,126,0.285714285714286
0.91,0.77,126,0.277777777777778
0.68,0.58,126,0.380952380952381
0.19,0.36,126,0.388888888888889
0.45,0.51,126,0.23015873015873
1.22,0.69,126,0.214285714285714
1.43,0.42,126,0.277777777777778
0.93,0.81,127,0.204724409448819
0.92,0.57,127,0.393700787401575
1.17,0.77,127,0.299212598425197
1.08,0.8,127,0.283464566929134
0.53,0.73,127,0.385826771653543
0.65,0.56,128,0.3515625
0.85,0.86,128,0.3046875
0.67,0.69,128,0.3203125
1.08,0.83,128,0.2265625
1.14,0.54,128,0.2578125
0.65,0.58,128,0.3515625
0.74,0.34,128,0.3046875
0.11,0.57,128,0.421875
0.21,0.72,128,0.28125
0.75,0.69,128,0.2890625
0.82,0.73,129,0.255813953488372
0.63,0.61,129,0.333333333333333
1.52,0.75,129,0.24031007751938
1.09,0.8,129,0.302325581395349
0.26,0.31,129,0.372093023255814
1.41,0.62,129,0.224806201550388
1.03,0.53,129,0.27906976744186
1.12,0.93,129,0.255813953488372
0.72,0.47,129,0.271317829457364
0.34,0.63,130,0.323076923076923
1.19,0.65,130,0.307692307692308
0.63,0.82,130,0.346153846153846
0.71,0.49,130,0.276923076923077
0.54,0.77,130,0.315384615384615
1.2,0.47,130,0.338461538461538
0.33,0.53,130,0.3
0.99,0.4,130,0.330769230769231
0.19,0.45,131,0.435114503816794
0.26,0.33,131,0.404580152671756
0.16,0.62,131,0.435114503816794
0.62,0.76,131,0.244274809160305
0.35,0.9,131,0.320610687022901
0.32,0.49,131,0.320610687022901
0.13,0.42,131,0.320610687022901
0.8,0.5,131,0.351145038167939
0.25,0.75,131,0.366412213740458
0.54,0.76,131,0.312977099236641
0.82,0.62,131,0.236641221374046
0.58,0.67,131,0.251908396946565
0.93,0.65,131,0.267175572519084
1.04,0.85,131,0.274809160305344
1.79,0.71,132,0.151515151515152
1.29,0.81,132,0.166666666666667
1.11,0.5,132,0.28030303030303
0.43,0.3,132,0.378787878787879
0.26,0.61,133,0.368421052631579
0.55,0.45,133,0.360902255639098
1.14,0.62,133,0.300751879699248
0.37,0.76,133,0.300751879699248
0.28,0.59,133,0.285714285714286
1.15,0.81,134,0.32089552238806
1.07,0.69,134,0.26865671641791
0.48,0.69,134,0.291044776119403
0.6,0.56,134,0.238805970149254
1.21,0.54,134,0.313432835820895
