gameId,timestamp,hash,data/id,data/day,data/phase,data/rules,data/shame,data/inning,data/season,data/weather,data/awayOdds,data/awayOuts,data/awayTeam,data/homeOdds,data/homeOuts,data/homeTeam,data/awayBalls,data/awayBases,data/awayScore,data/finalized,data/gameStart,data/homeBalls,data/homeBases,data/homeScore,data/playCount,data/stadiumId,data/statsheet,data/atBatBalls,data/lastUpdate,data/tournament,data/awayStrikes,data/homeStrikes,data/repeatCount,data/scoreLedger,data/scoreUpdate,data/seriesIndex,data/terminology,data/topOfInning,data/atBatStrikes,data/awayTeamName,data/gameComplete,data/homeTeamName,data/isPostseason,data/isTitleMatch,data/seriesLength,data/awayBatterMod,data/awayTeamColor,data/awayTeamEmoji,data/homeBatterMod,data/homeTeamColor,data/homeTeamEmoji,data/awayBatterName,data/awayPitcherMod,data/gameStartPhase,data/halfInningOuts,data/homeBatterName,data/homePitcherMod,data/newInningPhase,data/topInningScore,data/awayPitcherName,data/baserunnerCount,data/halfInningScore,data/homePitcherName,data/awayTeamNickname,data/homeTeamNickname,data/bottomInningScore,data/awayTeamBatterCount,data/homeTeamBatterCount,data/awayTeamSecondaryColor,data/homeTeamSecondaryColor,data/awayPitcher,data/homePitcher,data/awayBatter,data/homeBatter,data/outcomes/0,data/baseRunners/0,data/basesOccupied/0,data/baseRunnerMods/0,data/baseRunnerNames/0
ae7174ce-56a5-462e-9807-1232e20453b9,2021-03-12T12:03:37.611986Z,c1b340eb-6c51-9a45-4a29-a4ab9f450bd6,ae7174ce-56a5-462e-9807-1232e20453b9,90,6,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,false,1,12,12,0.439055287909509,3,46358869-dce9-4a01-bfba-ac24fc56f57e,0.5609447120904911,3,8d87c468-699a-47a8-b40d-cfb73a5660ad,4,4,0,false,true,4,4,0,45,cfb57d7c-4118-4b0a-85cc-4e3a51a66cb6,0990af46-96bc-4563-a20b-a6a367498034,0,Foul Ball. 0-2,-1,3,4,0,,,1,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,true,2,Core Mechanics,false,Baltimore Crabs,false,false,3,,#d13100,0x1F6E0,,#593037,0x1F980,Gia Holbrook,,12,2,,,-1,0,Zoey Kirchner,0,0,Adalberto Tosser,Mechanics,Crabs,0,5,2,#ff5b29,#b05c6b,266abcc0-8abc-4570-b32e-e5668e5d38f3,d0d7b8fe-bad8-481f-978e-cb659304ed49,5bc7e5d4-39be-4d64-a242-abb39aca6f42,,Zoey Kirchner is Partying!,,,,
ae7174ce-56a5-462e-9807-1232e20453b9,2021-03-12T12:03:42.60732Z,b3ed7058-b0fe-b3fa-0d83-0f9a13fb1b94,ae7174ce-56a5-462e-9807-1232e20453b9,90,3,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,false,1,12,12,0.439055287909509,3,46358869-dce9-4a01-bfba-ac24fc56f57e,0.5609447120904911,3,8d87c468-699a-47a8-b40d-cfb73a5660ad,4,4,0,false,true,4,4,0,46,cfb57d7c-4118-4b0a-85cc-4e3a51a66cb6,0990af46-96bc-4563-a20b-a6a367498034,0,Gia Holbrook strikes out looking.,-1,3,4,0,,,1,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,true,0,Core Mechanics,false,Baltimore Crabs,false,false,3,,#d13100,0x1F6E0,,#593037,0x1F980,,,12,0,,,-1,0,Zoey Kirchner,0,0,Adalberto Tosser,Mechanics,Crabs,0,5,2,#ff5b29,#b05c6b,266abcc0-8abc-4570-b32e-e5668e5d38f3,d0d7b8fe-bad8-481f-978e-cb659304ed49,,,Zoey Kirchner is Partying!,,,,
ae7174ce-56a5-462e-9807-1232e20453b9,2021-03-12T12:03:47.615619Z,53ee5fbf-fab4-348c-68fe-738a2d69556a,ae7174ce-56a5-462e-9807-1232e20453b9,90,6,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,false,1,12,12,0.439055287909509,3,46358869-dce9-4a01-bfba-ac24fc56f57e,0.5609447120904911,3,8d87c468-699a-47a8-b40d-cfb73a5660ad,4,4,0,false,true,4,4,0,47,cfb57d7c-4118-4b0a-85cc-4e3a51a66cb6,0990af46-96bc-4563-a20b-a6a367498034,0,"Bottom of 2, Baltimore Crabs batting.",-1,3,4,0,,,1,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,false,0,Core Mechanics,false,Baltimore Crabs,false,false,3,,#d13100,0x1F6E0,,#593037,0x1F980,,,12,0,,,-1,0,Zoey Kirchner,0,0,Adalberto Tosser,Mechanics,Crabs,0,5,2,#ff5b29,#b05c6b,266abcc0-8abc-4570-b32e-e5668e5d38f3,d0d7b8fe-bad8-481f-978e-cb659304ed49,,,Zoey Kirchner is Partying!,,,,
ae7174ce-56a5-462e-9807-1232e20453b9,2021-03-12T12:03:52.611665Z,42867261-5c57-136c-8322-ac8b376daa5a,ae7174ce-56a5-462e-9807-1232e20453b9,90,6,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,false,1,12,12,0.439055287909509,3,46358869-dce9-4a01-bfba-ac24fc56f57e,0.5609447120904911,3,8d87c468-699a-47a8-b40d-cfb73a5660ad,4,4,0,false,true,4,4,0,48,cfb57d7c-4118-4b0a-85cc-4e3a51a66cb6,0990af46-96bc-4563-a20b-a6a367498034,0,Baldwin Breadwinner batting for the Crabs.,-1,3,4,0,,,1,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,false,0,Core Mechanics,false,Baltimore Crabs,false,false,3,,#d13100,0x1F6E0,,#593037,0x1F980,,,12,0,Baldwin Breadwinner,,-1,0,Zoey Kirchner,0,0,Adalberto Tosser,Mechanics,Crabs,0,5,3,#ff5b29,#b05c6b,266abcc0-8abc-4570-b32e-e5668e5d38f3,d0d7b8fe-bad8-481f-978e-cb659304ed49,,e4034192-4dc6-4901-bb30-07fe3cf77b5e,Zoey Kirchner is Partying!,,,,
ae7174ce-56a5-462e-9807-1232e20453b9,2021-03-12T12:03:57.607865Z,d8205b4d-dc3d-071a-fd02-56005a450535,ae7174ce-56a5-462e-9807-1232e20453b9,90,6,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,false,1,12,12,0.439055287909509,3,46358869-dce9-4a01-bfba-ac24fc56f57e,0.5609447120904911,3,8d87c468-699a-47a8-b40d-cfb73a5660ad,4,4,0,false,true,4,4,0,49,cfb57d7c-4118-4b0a-85cc-4e3a51a66cb6,0990af46-96bc-4563-a20b-a6a367498034,0,Foul Ball. 0-1,-1,3,4,0,,,1,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,false,1,Core Mechanics,false,Baltimore Crabs,false,false,3,,#d13100,0x1F6E0,,#593037,0x1F980,,,12,0,Baldwin Breadwinner,,-1,0,Zoey Kirchner,0,0,Adalberto Tosser,Mechanics,Crabs,0,5,3,#ff5b29,#b05c6b,266abcc0-8abc-4570-b32e-e5668e5d38f3,d0d7b8fe-bad8-481f-978e-cb659304ed49,,e4034192-4dc6-4901-bb30-07fe3cf77b5e,Zoey Kirchner is Partying!,,,,
ae7174ce-56a5-462e-9807-1232e20453b9,2021-03-12T12:04:02.609475Z,e5c9593c-903d-16f8-3978-54240999c455,ae7174ce-56a5-462e-9807-1232e20453b9,90,6,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,false,1,12,12,0.439055287909509,3,46358869-dce9-4a01-bfba-ac24fc56f57e,0.5609447120904911,3,8d87c468-699a-47a8-b40d-cfb73a5660ad,4,4,0,false,true,4,4,0,50,cfb57d7c-4118-4b0a-85cc-4e3a51a66cb6,0990af46-96bc-4563-a20b-a6a367498034,0,"Strike, looking. 0-2",-1,3,4,0,,,1,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,false,2,Core Mechanics,false,Baltimore Crabs,false,false,3,,#d13100,0x1F6E0,,#593037,0x1F980,,,12,0,Baldwin Breadwinner,,-1,0,Zoey Kirchner,0,0,Adalberto Tosser,Mechanics,Crabs,0,5,3,#ff5b29,#b05c6b,266abcc0-8abc-4570-b32e-e5668e5d38f3,d0d7b8fe-bad8-481f-978e-cb659304ed49,,e4034192-4dc6-4901-bb30-07fe3cf77b5e,Zoey Kirchner is Partying!,,,,
ae7174ce-56a5-462e-9807-1232e20453b9,2021-03-12T12:04:07.657Z,3e31299e-a5a8-7a86-a033-334577eb8bfe,ae7174ce-56a5-462e-9807-1232e20453b9,90,6,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,false,1,12,12,0.439055287909509,3,46358869-dce9-4a01-bfba-ac24fc56f57e,0.5609447120904911,3,8d87c468-699a-47a8-b40d-cfb73a5660ad,4,4,0,false,true,4,4,0,51,cfb57d7c-4118-4b0a-85cc-4e3a51a66cb6,0990af46-96bc-4563-a20b-a6a367498034,1,Ball. 1-2,-1,3,4,0,,,1,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,false,2,Core Mechanics,false,Baltimore Crabs,false,false,3,,#d13100,0x1F6E0,,#593037,0x1F980,,,12,0,Baldwin Breadwinner,,-1,0,Zoey Kirchner,0,0,Adalberto Tosser,Mechanics,Crabs,0,5,3,#ff5b29,#b05c6b,266abcc0-8abc-4570-b32e-e5668e5d38f3,d0d7b8fe-bad8-481f-978e-cb659304ed49,,e4034192-4dc6-4901-bb30-07fe3cf77b5e,Zoey Kirchner is Partying!,,,,
ae7174ce-56a5-462e-9807-1232e20453b9,2021-03-12T12:04:12.642771Z,5483ef06-68ae-1ba7-b76f-e73cf3064044,ae7174ce-56a5-462e-9807-1232e20453b9,90,6,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,false,1,12,12,0.439055287909509,3,46358869-dce9-4a01-bfba-ac24fc56f57e,0.5609447120904911,3,8d87c468-699a-47a8-b40d-cfb73a5660ad,4,4,0,false,true,4,4,0,52,cfb57d7c-4118-4b0a-85cc-4e3a51a66cb6,0990af46-96bc-4563-a20b-a6a367498034,1,"Strike, looking. 1-3",-1,3,4,0,,,1,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,false,3,Core Mechanics,false,Baltimore Crabs,false,false,3,,#d13100,0x1F6E0,,#593037,0x1F980,,,12,0,Baldwin Breadwinner,,-1,0,Zoey Kirchner,0,0,Adalberto Tosser,Mechanics,Crabs,0,5,3,#ff5b29,#b05c6b,266abcc0-8abc-4570-b32e-e5668e5d38f3,d0d7b8fe-bad8-481f-978e-cb659304ed49,,e4034192-4dc6-4901-bb30-07fe3cf77b5e,Zoey Kirchner is Partying!,,,,
ae7174ce-56a5-462e-9807-1232e20453b9,2021-03-12T12:04:17.604043Z,b841e085-e001-f5d2-22a5-06762cd159de,ae7174ce-56a5-462e-9807-1232e20453b9,90,6,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,false,1,12,12,0.439055287909509,3,46358869-dce9-4a01-bfba-ac24fc56f57e,0.5609447120904911,3,8d87c468-699a-47a8-b40d-cfb73a5660ad,4,4,0,false,true,4,4,0,53,cfb57d7c-4118-4b0a-85cc-4e3a51a66cb6,0990af46-96bc-4563-a20b-a6a367498034,0,Baldwin Breadwinner strikes out swinging.,-1,3,4,0,,,1,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,false,0,Core Mechanics,false,Baltimore Crabs,false,false,3,,#d13100,0x1F6E0,,#593037,0x1F980,,,12,1,,,-1,0,Zoey Kirchner,0,0,Adalberto Tosser,Mechanics,Crabs,0,5,3,#ff5b29,#b05c6b,266abcc0-8abc-4570-b32e-e5668e5d38f3,d0d7b8fe-bad8-481f-978e-cb659304ed49,,,Zoey Kirchner is Partying!,,,,
ae7174ce-56a5-462e-9807-1232e20453b9,2021-03-12T12:04:22.60588Z,b79c76bf-02b7-ef30-35cd-6c9b529dc0e5,ae7174ce-56a5-462e-9807-1232e20453b9,90,6,4ae9d46a-5408-460a-84fb-cbd8d03fff6c,false,1,12,12,0.439055287909509,3,46358869-dce9-4a01-bfba-ac24fc56f57e,0.5609447120904911,3,8d87c468-699a-47a8-b40d-cfb73a5660ad,4,4,0,false,true,4,4,0,54,cfb57d7c-4118-4b0a-85cc-4e3a51a66cb6,0990af46-96bc-4563-a20b-a6a367498034,0,Parker Parra batting for the Crabs.,-1,3,4,0,,,1,b67e9bbb-1495-4e1b-b517-f1444b0a6c8b,false,0,Core Mechanics,false,Baltimore Crabs,false,false,3,,#d13100,0x1F6E0,,#593037,0x1F980,,,12,1,Parker Parra,,-1,0,Zoey Kirchner,0,0,Adalberto Tosser,Mechanics,Crabs,0,5,4,#ff5b29,#b05c6b,266abcc0-8abc-4570-b32e-e5668e5d38f3,d0d7b8fe-bad8-481f-978e-cb659304ed49,,7dcf6902-632f-48c5-936a-7cf88802b93a,Zoey Kirchner is Partying!,,,,
