,event_type,roll,passed,batter_name,batter_buoyancy,batter_divinity,batter_martyrdom,batter_moxie,batter_musclitude,batter_patheticism,batter_thwackability,batter_tragicness,pitcher_name,pitcher_ruthlessness,pitcher_overpowerment,pitcher_unthwackability,pitcher_shakespearianism,pitcher_suppression,pitcher_coldness,pitcher_chasiness,defense_avg_anticapitalism,defense_avg_chasiness,defense_avg_omniscience,defense_avg_tenaciousness,defense_avg_watchfulness,ballpark_grandiosity,ballpark_fortification,ballpark_obtuseness,ballpark_ominousness,ballpark_inconvenience,ballpark_viscosity,ballpark_forwardness,ballpark_mysticism,ballpark_elongation,batting_team_hype,pitching_team_hype,batter_vibes,pitcher_vibes
0,StrikeLooking,0.06245066651851672,True,Alyssa Harrell,1.0467642873252592,0.485021679654212,0.8920008159799285,0.4363199135388153,0.8100692162879463,0.28878922910684185,0.8419957540430983,0.4403394417244281,Karato Bean,1.207499174416469,0.5176103842435628,0.34607947100266667,0.9627781051996107,0.39301413583565914,1.1766157760653553,1.3154704983126193,1.0865545628246713,0.9656631899673545,0.8701339782471736,1.0246435391834068,0.8907370117822251,0.46934888376296396,0.7270500122372818,0.35696914222174214,0.49529640777130407,0.41134035737314395,0.723635612718689,0.48562885702968184,0.3770574015656983,0.4738771160941449,0.0,0.2399999999999999,0.5277600029138114,0.6063263793552913
1,StrikeLooking,0.0585686621066126,True,Silvaire Semiquaver,0.7695498528377079,0.8739035606136277,1.3233508847619582,0.5139876162134881,0.6328279393157061,0.8988727271254537,1.0258278630607889,0.0012,Lou Roseheart,1.2837072714253968,1.4683253098567188,1.4870171746575893,1.7267407955451846,1.59293875894959,1.6444494676295127,2.00992871918496,0.9139519284089076,0.8672532543991626,0.7807819113794932,0.7724879543804846,0.8708897266064763,0.7946209333683352,0.5856417592675257,0.6687171499155442,0.45452654273712456,0.16167865990227848,0.5834216978971641,0.6530515014978483,0.5031709071895855,0.4782296658569385,1.0499999999999996,0.0,0.46920816827520734,-0.003580041617666785
2,StrikeLooking,0.7183484373879416,True,Alyssa Harrell,1.0467642873252592,0.485021679654212,0.8920008159799285,0.4363199135388153,0.8100692162879463,0.28878922910684185,0.8419957540430983,0.4403394417244281,Karato Bean,1.207499174416469,0.5176103842435628,0.34607947100266667,0.9627781051996107,0.39301413583565914,1.1766157760653553,1.3154704983126193,1.0865545628246713,0.9656631899673545,0.8701339782471736,1.0246435391834068,0.8907370117822251,0.46934888376296396,0.7270500122372818,0.35696914222174214,0.49529640777130407,0.41134035737314395,0.723635612718689,0.48562885702968184,0.3770574015656983,0.4738771160941449,0.0,0.2399999999999999,0.5277600029138114,0.6063263793552913
3,Ball,0.6280867439719007,False,Silvaire Semiquaver,0.7695498528377079,0.8739035606136277,1.3233508847619582,0.5139876162134881,0.6328279393157061,0.8988727271254537,1.0258278630607889,0.0012,Lou Roseheart,1.2837072714253968,1.4683253098567188,1.4870171746575893,1.7267407955451846,1.59293875894959,1.6444494676295127,2.00992871918496,0.9139519284089076,0.8672532543991626,0.7807819113794932,0.7724879543804846,0.8708897266064763,0.7946209333683352,0.5856417592675257,0.6687171499155442,0.45452654273712456,0.16167865990227848,0.5834216978971641,0.6530515014978483,0.5031709071895855,0.4782296658569385,1.0499999999999996,0.0,0.46920816827520734,-0.003580041617666785
4,StrikeLooking,0.10543084764040733,True,Silvaire Semiquaver,0.7695498528377079,0.8739035606136277,1.3233508847619582,0.5139876162134881,0.6328279393157061,0.8988727271254537,1.0258278630607889,0.0012,Lou Roseheart,1.2837072714253968,1.4683253098567188,1.4870171746575893,1.7267407955451846,1.59293875894959,1.6444494676295127,2.00992871918496,0.9139519284089076,0.8672532543991626,0.7807819113794932,0.7724879543804846,0.8708897266064763,0.7946209333683352,0.5856417592675257,0.6687171499155442,0.45452654273712456,0.16167865990227848,0.5834216978971641,0.6530515014978483,0.5031709071895855,0.4782296658569385,1.0499999999999996,0.0,0.46920816827520734,-0.003580041617666785
5,Ball,0.8356267430537316,False,Percival Wheeler,0.6366712223894998,0.7239648971895076,0.30651715306707084,0.993071606862809,0.43174371204155065,0.026446268804276002,0.7662678713808974,0.001,Yosh Carpenter,1.0436871136574417,0.5583193242146954,0.8753101789695832,0.9356315450947202,0.8685803677012216,0.6470957872425089,0.545102420330033,0.6452021914146818,0.8714114497593098,0.7841264456886761,0.8990362053795355,0.7280593010090297,0.46934888376296396,0.7270500122372818,0.35696914222174214,0.49529640777130407,0.41134035737314395,0.723635612718689,0.48562885702968184,0.3770574015656983,0.4738771160941449,0.2399999999999999,0.0,-0.061687057723246674,-0.1223814719940085
6,StrikeLooking,0.3036713511619513,True,Percival Wheeler,0.6366712223894998,0.7239648971895076,0.30651715306707084,0.993071606862809,0.43174371204155065,0.026446268804276002,0.7662678713808974,0.001,Yosh Carpenter,1.0436871136574417,0.5583193242146954,0.8753101789695832,0.9356315450947202,0.8685803677012216,0.6470957872425089,0.545102420330033,0.6452021914146818,0.8714114497593098,0.7841264456886761,0.8990362053795355,0.7280593010090297,0.46934888376296396,0.7270500122372818,0.35696914222174214,0.49529640777130407,0.41134035737314395,0.723635612718689,0.48562885702968184,0.3770574015656983,0.4738771160941449,0.2399999999999999,0.0,-0.061687057723246674,-0.1223814719940085
7,StrikeLooking,0.39545748586003926,True,Wesley Poole,1.033419820833487,0.6707350758272115,1.3457300803088406,0.6660671180084788,1.1809804808043052,0.0891776688757151,1.3250730719342854,0.0012,Cudi Di Batterino,0.9544926172088498,1.3083381729213897,0.9649827193706764,0.5813261435422021,0.5834957731800635,1.245920791550027,0.4760997374532745,0.8484263674356901,0.809883514865265,0.648915438992881,0.9357596428208772,0.824377518451926,0.7946209333683352,0.5856417592675257,0.6687171499155442,0.45452654273712456,0.16167865990227848,0.5834216978971641,0.6530515014978483,0.5031709071895855,0.4782296658569385,0.0,1.0499999999999996,-0.6671557699534569,-0.5666869411772861
8,Ball,0.8849436848002017,False,Helga Moreno,1.3982441984664582,0.7688986010949892,0.9821907909741088,0.7582947634296302,0.5775797227166425,0.18785691741632868,0.9511439246489545,0.008838757228741723,Yosh Carpenter,1.0436871136574417,0.5583193242146954,0.8753101789695832,0.9356315450947202,0.8685803677012216,0.6470957872425089,0.545102420330033,0.6452021914146818,0.8714114497593098,0.7841264456886761,0.8990362053795355,0.7280593010090297,0.46934888376296396,0.7270500122372818,0.35696914222174214,0.49529640777130407,0.41134035737314395,0.723635612718689,0.48562885702968184,0.3770574015656983,0.4738771160941449,0.2399999999999999,0.0,0.39467077027416303,-0.1223814719940085
9,StrikeLooking,0.6395355094316741,True,Geepa Beanpot,0.8248970197663584,1.0793933667629512,1.1217980478017024,0.16000809003795496,0.3270001182212117,1.1603233807108617,0.3133943823742918,0.9693192123974068,Cudi Di Batterino,0.9544926172088498,1.3083381729213897,0.9649827193706764,0.5813261435422021,0.5834957731800635,1.245920791550027,0.4760997374532745,0.8484263674356901,0.809883514865265,0.648915438992881,0.9357596428208772,0.824377518451926,0.7946209333683352,0.5856417592675257,0.6687171499155442,0.45452654273712456,0.16167865990227848,0.5834216978971641,0.6530515014978483,0.5031709071895855,0.4782296658569385,0.0,1.0499999999999996,-0.39491212865269865,-0.5666869411772861
10,Ball,0.8815771789655964,False,Bates Bentley,0.7548579622075338,0.9512154267871596,0.736114774501422,0.46410726925078516,1.0559654495952604,0.706115874108577,0.8270765530365596,0.001,Yosh Carpenter,1.0436871136574417,0.5583193242146954,0.8753101789695832,0.9356315450947202,0.8685803677012216,0.6470957872425089,0.545102420330033,0.6452021914146818,0.8714114497593098,0.7841264456886761,0.8990362053795355,0.7280593010090297,0.46934888376296396,0.7270500122372818,0.35696914222174214,0.49529640777130407,0.41134035737314395,0.723635612718689,0.48562885702968184,0.3770574015656983,0.4738771160941449,0.2399999999999999,0.0,0.5864373520370493,-0.1223814719940085
11,Ball,0.9366361261050029,False,Swamuel Mora,1.2890105647417647,1.3144461868698238,0.7423716033031934,1.072005163441947,1.5823587965346797,0.11227736891885878,0.8506047373689047,0.0012,Cudi Di Batterino,0.9544926172088498,1.3083381729213897,0.9649827193706764,0.5813261435422021,0.5834957731800635,1.245920791550027,0.4760997374532745,0.8484263674356901,0.809883514865265,0.648915438992881,0.9357596428208772,0.824377518451926,0.7946209333683352,0.5856417592675257,0.6687171499155442,0.45452654273712456,0.16167865990227848,0.5834216978971641,0.6530515014978483,0.5031709071895855,0.4782296658569385,0.0,1.0499999999999996,0.12641621377940626,-0.5666869411772861
12,StrikeLooking,0.5833237913755038,True,Swamuel Mora,1.2890105647417647,1.3144461868698238,0.7423716033031934,1.072005163441947,1.5823587965346797,0.11227736891885878,0.8506047373689047,0.0012,Cudi Di Batterino,0.9544926172088498,1.3083381729213897,0.9649827193706764,0.5813261435422021,0.5834957731800635,1.245920791550027,0.4760997374532745,0.8484263674356901,0.809883514865265,0.648915438992881,0.9357596428208772,0.824377518451926,0.7946209333683352,0.5856417592675257,0.6687171499155442,0.45452654273712456,0.16167865990227848,0.5834216978971641,0.6530515014978483,0.5031709071895855,0.4782296658569385,0.0,1.0499999999999996,0.12641621377940626,-0.5666869411772861
13,StrikeLooking,0.6621078903123316,True,Tot Fox,0.3850772607222778,1.0482344166060074,0.4921547733182394,1.1778521455184459,1.1700612925047786,0.011455036028725704,0.507822866085469,0.001,Yosh Carpenter,1.0436871136574417,0.5583193242146954,0.8753101789695832,0.9356315450947202,0.8685803677012216,0.6470957872425089,0.545102420330033,0.6452021914146818,0.8714114497593098,0.7841264456886761,0.8990362053795355,0.7280593010090297,0.46934888376296396,0.7270500122372818,0.35696914222174214,0.49529640777130407,0.41134035737314395,0.723635612718689,0.48562885702968184,0.3770574015656983,0.4738771160941449,0.2399999999999999,0.0,0.5028518203927028,-0.1223814719940085
14,StrikeLooking,0.3869798423606987,True,Jessica Telephone,0.8079711083268983,0.9377578240973384,0.8619677913909676,0.5774071891842834,1.0742385007316477,0.3034245998875711,0.8395682769284523,0.9292996075101755,Lou Roseheart,1.2837072714253968,1.4683253098567188,1.4870171746575893,1.7267407955451846,1.59293875894959,1.6444494676295127,2.00992871918496,0.9139519284089076,0.8672532543991626,0.7807819113794932,0.7724879543804846,0.8708897266064763,0.7946209333683352,0.5856417592675257,0.6687171499155442,0.45452654273712456,0.16167865990227848,0.5834216978971641,0.6530515014978483,0.5031709071895855,0.4782296658569385,1.0499999999999996,0.0,0.4043349056432439,-0.003580041617666785
15,Ball,0.8355286919356626,False,Jessica Telephone,0.8079711083268983,0.9377578240973384,0.8619677913909676,0.5774071891842834,1.0742385007316477,0.3034245998875711,0.8395682769284523,0.9292996075101755,Lou Roseheart,1.2837072714253968,1.4683253098567188,1.4870171746575893,1.7267407955451846,1.59293875894959,1.6444494676295127,2.00992871918496,0.9139519284089076,0.8672532543991626,0.7807819113794932,0.7724879543804846,0.8708897266064763,0.7946209333683352,0.5856417592675257,0.6687171499155442,0.45452654273712456,0.16167865990227848,0.5834216978971641,0.6530515014978483,0.5031709071895855,0.4782296658569385,1.0499999999999996,0.0,0.4043349056432439,-0.003580041617666785
16,Ball,0.589984444771043,False,Freemium Seraph,1.1154203019801352,0.9371366651769998,0.9795602811336229,0.8494121911752178,0.4973603153705003,0.6275570988837611,0.4980849626200613,0.6888822079361004,Lou Roseheart,1.2837072714253968,1.4683253098567188,1.4870171746575893,1.7267407955451846,1.59293875894959,1.6444494676295127,2.00992871918496,0.9139519284089076,0.8672532543991626,0.7807819113794932,0.7724879543804846,0.8708897266064763,0.7946209333683352,0.5856417592675257,0.6687171499155442,0.45452654273712456,0.16167865990227848,0.5834216978971641,0.6530515014978483,0.5031709071895855,0.4782296658569385,1.0499999999999996,0.0,0.5887533163517704,-0.003580041617666785
17,Ball,0.9978622135773485,False,Jacob Winner,1.2798578725327332,1.1497740221389514,1.097004288154478,1.1139060489708688,1.0200380411697547,0.46889115226641725,0.6548607703319883,0.001,Karato Bean,1.207499174416469,0.5176103842435628,0.34607947100266667,0.9627781051996107,0.39301413583565914,1.1766157760653553,1.3154704983126193,1.0865545628246713,0.9656631899673545,0.8701339782471736,1.0246435391834068,0.8907370117822251,0.46934888376296396,0.7270500122372818,0.35696914222174214,0.49529640777130407,0.41134035737314395,0.723635612718689,0.48562885702968184,0.3770574015656983,0.4738771160941449,0.0,0.2399999999999999,0.14092099236841835,0.6063263793552913
18,Ball,0.6125714590858791,False,Yusef Fenestrate,0.8038397153935417,1.167877454388594,1.179928474332811,1.241785259643495,0.7706138658416999,0.3110627647051799,0.7070158522600829,0.001,Lou Roseheart,1.2837072714253968,1.4683253098567188,1.4870171746575893,1.7267407955451846,1.59293875894959,1.6444494676295127,2.00992871918496,0.9139519284089076,0.8672532543991626,0.7807819113794932,0.7724879543804846,0.8708897266064763,0.7946209333683352,0.5856417592675257,0.6687171499155442,0.45452654273712456,0.16167865990227848,0.5834216978971641,0.6530515014978483,0.5031709071895855,0.4782296658569385,1.0499999999999996,0.0,0.779742154580012,-0.003580041617666785
